formal_case_index,case_id,particle_row_count,observable_case_id_derived_from_frozen_index_matches_target,observable_particle_id_sequence_matches_target,observable_particle_state_hash_derived_from_registry_matches_target,silent_reorder_count,join_passed
188,MSO02A|PRIMARY|F2|658933dbeeb921d284a9f1ba14f2424958fdf2a1bf28772f3b3df7b05ab4484d,576,True,True,True,0,True
189,MSO02A|PRIMARY|F2|0368a01f6da84ee8779208869e1d2c2d2d313329089975516cd2d306518b0394,576,True,True,True,0,True
190,MSO02A|PRIMARY|F2|04b643266531e0fce0d7f93dfb42f17369e9b649906e6270233c1f04ce0bac2f,576,True,True,True,0,True
191,MSO02A|PRIMARY|F2|ab527dea649f7d8159ea5e754d1118011034f90cb0e1a8dfb039a8634d50e9ae,576,True,True,True,0,True
192,MSO02A|PRIMARY|F3|4d8e73a9f391e3563a2c81693bb61997ce3c9da554b2be36338ff43534115188,576,True,True,True,0,True
193,MSO02A|PRIMARY|F3|6d7b11a7fcbba4268e1e5cbffe05e0e01d2e5196c153fa14e2d02c360674f6f6,576,True,True,True,0,True
194,MSO02A|PRIMARY|F3|fc794f72a83ac8c3a9d92aac50c9111cabb7ee10d557eeed07de9a0bb1d6b563,576,True,True,True,0,True
195,MSO02A|PRIMARY|F3|1aa9561af875899b8ee5c765002f0012d5dc9f00407c174d1a849b45fff2fbb7,576,True,True,True,0,True
196,MSO02A|PRIMARY|F3|a3dddee75f9d68b61a98c228c20035f76d5393cd365a2af176463e53bc8b4e68,576,True,True,True,0,True
197,MSO02A|PRIMARY|F3|b5891352d76cac78a686bce83916de92326ed0ab646441123ae7f560c272dde9,576,True,True,True,0,True
198,MSO02A|PRIMARY|F3|a95f88e1c8410d44fd1764d836fbcae07d07d5617b5cb9780cfbfcbb4a7fad32,576,True,True,True,0,True
199,MSO02A|PRIMARY|F3|73539c8a9ff40a72e80f9cf01f506d480e475206ab97f6f1783855fa55093cb9,576,True,True,True,0,True
200,MSO02A|PRIMARY|F3|9f0a1225fcc39b42649101e5f9d3d234d0b2dc96e8536c1bab082cae08e1545a,576,True,True,True,0,True
201,MSO02A|PRIMARY|F3|f3e51d82ed65eef5a593c180d18af1614dd5870d440c7930d85e5389cbffc1c8,576,True,True,True,0,True
202,MSO02A|PRIMARY|F3|54f15cad89c162bb1489f8b3dec1d3ee3d2006ad08426f2992397eeaa11fd8f6,576,True,True,True,0,True
203,MSO02A|PRIMARY|F3|7138d738ec920da8126e02ec12c0b8d64c6faaff8d913ebae91ceaaca912f4a2,576,True,True,True,0,True
204,MSO02A|PRIMARY|F3|b471a2f203886e94e0e0da71beded19cac7ad5df485ac2fb8ec555c22b45b995,576,True,True,True,0,True
205,MSO02A|PRIMARY|F3|2b3a1823c2926b39c82ef85835861b50dc69c29baf20782f20a71a5926c070a0,576,True,True,True,0,True
206,MSO02A|PRIMARY|F3|34f49fce6a10af8951d9477e79275645eaf77e86889b447a8770c273cd176635,576,True,True,True,0,True
207,MSO02A|PRIMARY|F3|7c41e810b2ab2133c21b47857be2db476f7b208365e209bd0bcac843b005b5f0,576,True,True,True,0,True
208,MSO02A|PRIMARY|F3|d8596c9e1cd2fb9cc46ee50795c303fe11ef4d934584df6d7e080e174abc3dda,576,True,True,True,0,True
209,MSO02A|PRIMARY|F3|854c1c3311456918382953a13258c9c42b521a7673a5cfe0e1158b8264057fba,576,True,True,True,0,True
210,MSO02A|PRIMARY|F3|4e4a363d987270255d60317e9b37deace68e857e9171f8fe2975659bcd2b902c,576,True,True,True,0,True
211,MSO02A|PRIMARY|F3|8bf49491202c3822fe6e27bb85f493bd93f3bddd6a388926487f7310718269c9,576,True,True,True,0,True
212,MSO02A|PRIMARY|F3|843ed1586d40631e040edc0d5389bb69a0d5ba81d44120d3560e265753aefa56,576,True,True,True,0,True
213,MSO02A|PRIMARY|F3|7013251c8974f05a65ca27a627b440935cf7bf3cbee51285acfb5c9ef311c993,576,True,True,True,0,True
214,MSO02A|PRIMARY|F3|07ba94376412275eda7b60c1307449e7cde0d47a408801a5c1b1cf41996fc7ea,576,True,True,True,0,True
215,MSO02A|PRIMARY|F3|87ff8d9537a5c8dcf4aef4d012b8341720179c5a72fdb9ecbf07a986dc3b0ce7,576,True,True,True,0,True
216,MSO02A|PRIMARY|F3|04cf9fb8d2595970fc8a278eab00ec7d4ecf21b9c5c56853cb64b4f0c824a497,576,True,True,True,0,True
217,MSO02A|PRIMARY|F3|1727446920e64620166773b4eb5acf008753d3bac4b5de5cc12bbdda7dbd2227,576,True,True,True,0,True
218,MSO02A|PRIMARY|F3|fb554028a325502c06831ffe7a21343f7f15ce99064e8f15f28aae73879b207a,576,True,True,True,0,True
219,MSO02A|PRIMARY|F3|02bd68b55b3e7b7e042382c76a10df76172b6b77d1e008e15765158192e07575,576,True,True,True,0,True
220,MSO02A|PRIMARY|F3|0e9cb6133c8953965896c5500917ba18def5860817d74de8ffa9e34330afed92,576,True,True,True,0,True
221,MSO02A|PRIMARY|F3|b10e9026b17cd3a0239aab2023e295cb52f1f6c347ce1b957ce318708767a0d4,576,True,True,True,0,True
222,MSO02A|PRIMARY|F3|7321152d8470ac9122e3c84d55ea81cdab6684eaf5074d13fe57bb1b5f2bc37f,576,True,True,True,0,True
223,MSO02A|PRIMARY|F3|dd8c369d99785d0bc26e9f1af6a2819b95b7425d0510153af9f2140288b56d6d,576,True,True,True,0,True
224,MSO02A|PRIMARY|F3|a70a83e79cf6f36a9e2163a64e7919cd9bb2fbe0ed6d13d1e353f9dd7ab3e398,576,True,True,True,0,True
225,MSO02A|PRIMARY|F3|b21b54b33b711fa0118255598265dc29d99d636d3d2b1f438ced8bcfef6ae081,576,True,True,True,0,True
226,MSO02A|PRIMARY|F3|54f5b4fcd08c841cb110fcfacbc44e47b95f6d84a1d5c444ee6318c82c15f502,576,True,True,True,0,True
227,MSO02A|PRIMARY|F3|25c12674879d33c3f60d3634695283f6545e1749687808dea938f6b98aaa4e37,576,True,True,True,0,True
228,MSO02A|PRIMARY|F3|43f43096b070edc150fd6cf46f3117e458e3c23da8b244cfd36677f83a182ba9,576,True,True,True,0,True
229,MSO02A|PRIMARY|F3|3c66f9b3ba14c66802d4e1285d360792f3aea11cd04bd246b846c043276fdd73,576,True,True,True,0,True
230,MSO02A|PRIMARY|F3|c0060b4729d481d8c0a0a697f1bf3338de3fdd053ebc4f33d9580700e16e1791,576,True,True,True,0,True
231,MSO02A|PRIMARY|F3|af0f07e22600ebf467f4be18a6d51fcf6fb1f0da9886f96e9d7810d110db3759,576,True,True,True,0,True
232,MSO02A|PRIMARY|F3|9363cdb2355b810e73f33cfc16f13b4551c48618da8b445ae57b057d4923becc,576,True,True,True,0,True
233,MSO02A|PRIMARY|F3|30782502fa80aac72bdd585bcf321a5759096eae52597aba3a40a4df13e5169a,576,True,True,True,0,True
234,MSO02A|PRIMARY|F3|5a43974f157e5fc079cbe515a8e427422b1e98d45dc654fd13d565a18a71cfc2,576,True,True,True,0,True
235,MSO02A|PRIMARY|F3|f71e3b45f8bb4dd73e504eac8995aace7edb4592dd4da95a54768b649bda60c7,576,True,True,True,0,True
236,MSO02A|PRIMARY|F3|f144879d731ea35889042b612a2cd2c06e7ff554567284e08eba6a6a62a9e1a1,576,True,True,True,0,True
237,MSO02A|PRIMARY|F3|8de5cde2a2975df0b562f97ce9dcc4a7756414b060fe6bd890b04179fda6b059,576,True,True,True,0,True
238,MSO02A|PRIMARY|F3|0a1bbb860db7f683c65213b8f5eef231ccd700c30b5ce761c9a276436d57cc46,576,True,True,True,0,True
239,MSO02A|PRIMARY|F3|7ea03cb410ca5c10ac8f7c44d9a5463c116d2a9dd7ec668ffad122dfb848da4a,576,True,True,True,0,True
240,MSO02A|PRIMARY|F3|999527ac717adf6dfb26bdf9681487cb50f130e7885fcbb073a6e05a83799de2,576,True,True,True,0,True
241,MSO02A|PRIMARY|F3|4501d4eb0cb3fe5f3fa91790c7c905ed1de0b742f8801c0cbea8beed32c4d40d,576,True,True,True,0,True
242,MSO02A|PRIMARY|F3|692b3bec200061dc8e808f3d38dca72e2583ac7c695189ef177968dc819208f9,576,True,True,True,0,True
243,MSO02A|PRIMARY|F3|add71bc1fd53fea4caa00e910b2a4c49db9ddfe18821f884cb06db4fc9673ef3,576,True,True,True,0,True
244,MSO02A|PRIMARY|F3|cd8b2955b7d462444365d4e291ed557a843980cbf37fb7f3549fe9842ff35047,576,True,True,True,0,True
245,MSO02A|PRIMARY|F3|592b01859cea7b803e85c881538aa0c0976df00d5957c818e59f385e37c61c41,576,True,True,True,0,True
246,MSO02A|PRIMARY|F3|56acaecc5e880b6e535eae09417c22892353acc64307be8da4264d6c4eabe92c,576,True,True,True,0,True
247,MSO02A|PRIMARY|F3|39cfa08454afca54a086a00d985b5989c0ebd712f9ae2a4ba435f6913d816bde,576,True,True,True,0,True
248,MSO02A|PRIMARY|F3|078b4b8205bdaff0f56c87855a972335f7553fb47ee8beec5b411246b6dc50c8,576,True,True,True,0,True
249,MSO02A|PRIMARY|F3|ce9381aa7f3c07a3165babc30bc1f4ee1e5c1f51349309348842505b65de91c0,576,True,True,True,0,True
250,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,576,True,True,True,0,True
251,MSO02A|PRIMARY|F3|5afb4db75f2d663c2f06b3d7adc9cd014ff10d0febbbdcdd3e6544219f727191,576,True,True,True,0,True
252,MSO02A|PRIMARY|F3|1101d2408448893db136387c722c01ac95d033ff847fdd40c6d937f11e5d2d33,576,True,True,True,0,True
253,MSO02A|PRIMARY|F3|14f1d25260ad6527375b95667a17301673e41fda18f519e37a893d6a7c96149d,576,True,True,True,0,True
254,MSO02A|PRIMARY|F3|a183591796fcc0a351a8bec64ac601772cb68e154f7e55b17c5b3da2627277b9,576,True,True,True,0,True
255,MSO02A|PRIMARY|F3|111b357192b208354c79e1e6cbc94fcec8c55c2e2b2a75fe59b1ade045c924d1,576,True,True,True,0,True
256,MSO02A|PRIMARY|F3|23dfd592f9eb36ec4810bdf517cbaa2358a54af92d8af604b3289173b34efb5c,576,True,True,True,0,True
257,MSO02A|PRIMARY|F3|3c86cd9e42b6140c1a17b24ceb51df995e26ba7af8946cab67364b4e028ee058,576,True,True,True,0,True
258,MSO02A|PRIMARY|F3|9a5d7bb87cc15c67e673ca094607b9947e8d8d84c76c66405f78f79695edbec8,576,True,True,True,0,True
259,MSO02A|PRIMARY|F3|c51e9877eba6b00d7882d83ec5e69bcf60de0cf1a0215870998af75a96faba55,576,True,True,True,0,True
260,MSO02A|PRIMARY|F3|927289861271d6668c7dec274004e690f6e8e2a07ffa42513faecfa9f0a743c7,576,True,True,True,0,True
261,MSO02A|PRIMARY|F3|b50311a4cab3fd48b129084f558b15b673de4abca596b18bafabab064e1cb54e,576,True,True,True,0,True
262,MSO02A|PRIMARY|F3|e17f5a14ebf35ad3b2387e44d19f56c1b51d9b0b4b1104968a73a745d79c8a01,576,True,True,True,0,True
263,MSO02A|PRIMARY|F3|e67f169a2b46186951c3fa3ea826fe0ad67f8860d439f25ecd202da8333a9da5,576,True,True,True,0,True
264,MSO02A|PRIMARY|F3|c76e387d5be4dc3fad3090feeb76ffc7cfd032bc1eed3bae5f44792a00fc610c,576,True,True,True,0,True
265,MSO02A|PRIMARY|F3|35aa5cedc67efdc9d403f45f12b5785ae5478bc719758056c6d1c433240a940c,576,True,True,True,0,True
266,MSO02A|PRIMARY|F3|6c4f07c9b6f53f335aa1bccf080847d101ebc9ac7ab22b9923ce9c8810bc52c1,576,True,True,True,0,True
267,MSO02A|PRIMARY|F3|14778d0aa9ee73f02d0bcef1cddf781830d2e0663ba3be528ddc7186d3a935d6,576,True,True,True,0,True
268,MSO02A|PRIMARY|F3|674321829630c546a492eee81d5fe3174b59fb04d23fb6d20892ab80d6b90b91,576,True,True,True,0,True
269,MSO02A|PRIMARY|F3|cef46fb6f264f29a3b523a8cfaf1ff9a26922b5d4042e899cb6112ac1f6edb91,576,True,True,True,0,True
270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,576,True,True,True,0,True
271,MSO02A|PRIMARY|F3|898bd56d44cd4beb1b0abcccb017866fa8f787bddad32137e0efcde4f5521ad1,576,True,True,True,0,True
272,MSO02A|PRIMARY|F3|a536f395eddb3495d4bc034af7462f00cde6f178966062c718bffbbfbda0295a,576,True,True,True,0,True
273,MSO02A|PRIMARY|F3|ffc66a465f5e7477338d0ec91a9ca398d9f97a8f1d185375d350f1da37c8b0e5,576,True,True,True,0,True
274,MSO02A|PRIMARY|F3|b0083ed47fad3ba011714d58743ac27d4e555a1bc1c3a264ab54ca9f25475708,576,True,True,True,0,True
275,MSO02A|PRIMARY|F3|5e9ed7e7992098335286887fc28dc74c65179f809d7ebcb0974686b485d87ef5,576,True,True,True,0,True
276,MSO02A|PRIMARY|F3|029db7a09fd8c3be7a03c372ed294b10d86d8d762315a945c1aa38fffb4b9827,576,True,True,True,0,True
277,MSO02A|PRIMARY|F3|4eed79d7ce3519b421f5e5a7cd8b681b1eeeb60660b92b9e3922d746b2abda4d,576,True,True,True,0,True
278,MSO02A|PRIMARY|F3|96e26c47690f5790292d8ad3ea3b5592d7f3d61557d539aea4d75b0371e28eb0,576,True,True,True,0,True
279,MSO02A|PRIMARY|F3|6ecfe08712c7987095b63b2c83e1278abe75a21865402f08a7df40cc935652be,576,True,True,True,0,True
280,MSO02A|PRIMARY|F3|d4f68a83df8f903233a97428021aad2227ac2754458daec5555ddf18d36e49e0,576,True,True,True,0,True
281,MSO02A|PRIMARY|F3|5e8352447190e9570f3f02c20074295945ff5785077bfaa34e65c199dff35f18,576,True,True,True,0,True
282,MSO02A|PRIMARY|F3|595119c7cc0ec7c531ef4464e6c1ac88eaa3c3416ae83f7c2e98181d3334649a,576,True,True,True,0,True
283,MSO02A|PRIMARY|F3|3a2ec6cdb80f15b0abba6e821ee7bffabf501cb563f72e83d629ebbea26eaae4,576,True,True,True,0,True
284,MSO02A|PRIMARY|F3|217e266af000a1c0a5576613694107a41042f540a4a4374cd6d3a4ab6654e690,576,True,True,True,0,True
285,MSO02A|PRIMARY|F3|e1c34b18f58d7870dd8e7f7ce56260fc9b3e5c1baca800d76a0f3ac04b53af57,576,True,True,True,0,True
286,MSO02A|PRIMARY|F3|cbc1a9c0245339ab978759a75e5c70219279a7977cafb11a7b60309380844ce5,576,True,True,True,0,True
287,MSO02A|PRIMARY|F3|24ec4e5d3868933a60e4d58c89035c16ef5b4cf431a2d1a9892623e394553339,576,True,True,True,0,True
288,MSO02A|PRIMARY|F4|515ef158114ada96158ce902fc5a0d546909df411a6e9669446dd654951533d6,576,True,True,True,0,True
289,MSO02A|PRIMARY|F4|975f052b9a8dbac7096ed334421575b4b2c497f57e46024be6fddbc08da7f90d,576,True,True,True,0,True
290,MSO02A|PRIMARY|F4|c1afda2bb532dca3271efd8ddbaaf53f47e99c638463e4bf5c23b0c7035313b3,576,True,True,True,0,True
291,MSO02A|PRIMARY|F4|be6820873a519d280adf903dfa5c8a5c371368e6bfdc34ef231de5199665e9a6,576,True,True,True,0,True
292,MSO02A|PRIMARY|F4|1243f4abff41556eb4d9dfdf0307390ca0d2ed4a8c22950f470f6e5750763233,576,True,True,True,0,True
293,MSO02A|PRIMARY|F4|53dbb4db8fd6a698354ef65d787f6ef1280e1fbc6773bf1c0cc63c4fc1c6cdf5,576,True,True,True,0,True
294,MSO02A|PRIMARY|F4|b33ca6dd4f6cf604f8e52e6f9635ba8cedc3046664863dde7acceb5d0bfdda5f,576,True,True,True,0,True
295,MSO02A|PRIMARY|F4|7074fb550a3b532f2d625bdf298e6e5a8769645ede8d1587997a5703a315d2bb,576,True,True,True,0,True
296,MSO02A|PRIMARY|F4|8bec9ab46d369b1fe0e45403e59c62b02cfb6f2c491d453645cb377c73705e86,576,True,True,True,0,True
297,MSO02A|PRIMARY|F4|bcd4e47ffdd1d80d2a3bfbb82bedb7afdd3cfb3c93c90e9f296e67f3d4ed1a54,576,True,True,True,0,True
298,MSO02A|PRIMARY|F4|992f85a4ec29e21e99571ae2e1e087081e5e979be1064d48ed6a959570c353a6,576,True,True,True,0,True
299,MSO02A|PRIMARY|F4|18b1dc438c7cfb3b90b1d52d926e280a9f3c8c9a85a364c8b61277a09fdaea3a,576,True,True,True,0,True
300,MSO02A|PRIMARY|F4|aefcb74fbfa13d8b431f3483bab20411e836d3483205f0c4817c74ec9eddb976,576,True,True,True,0,True
301,MSO02A|PRIMARY|F4|0c41f79aaccf0766e8462b1049327d14d437ac090b7c2df30262dbb8fad33568,576,True,True,True,0,True
302,MSO02A|PRIMARY|F4|b601976d154f461d7b10277aedfdd9d5f0573fb14851c9d2539d41c59848ef52,576,True,True,True,0,True
303,MSO02A|PRIMARY|F4|834643ec7e0157f014e3a518eba6ce23f21d8e31b13a20c35480611ea28e28c9,576,True,True,True,0,True
304,MSO02A|PRIMARY|F4|67d2e6b735594e4fbc4243b2f95776cdb98abe7b0b5d7800d857dbc491cc3e66,576,True,True,True,0,True
305,MSO02A|PRIMARY|F4|d08cd2eb3c7acbfb5685b30b0090badda9dd807661774f1293ec0d459ecd6837,576,True,True,True,0,True
306,MSO02A|PRIMARY|F4|14305be74072f767f96679857af6cd75fe66271a409a3f8686e8860b4b1f0fb9,576,True,True,True,0,True
307,MSO02A|PRIMARY|F4|3786f069cc8f9de73dc429c787a430a60a50b5d1561ce97f903887b963484e5b,576,True,True,True,0,True
308,MSO02A|PRIMARY|F4|773899c25d176ee4b66bb54f1377e18d9a10e7bda7e89e3c9a49599945c18c8d,576,True,True,True,0,True
309,MSO02A|PRIMARY|F4|174ed960dfc6d1562417cd30f81ebfe25b4f7d875aca1ad53b2cdfb3a4fb6bf0,576,True,True,True,0,True
310,MSO02A|PRIMARY|F4|7ee88a73cec054a29edde172d02d3818bbef021b1be9a141d488ad57a366603a,576,True,True,True,0,True
311,MSO02A|PRIMARY|F4|392532ff1d1e0a8043dc8d911c070004c33b62da19a1103ff66e63898b724893,576,True,True,True,0,True
312,MSO02A|PRIMARY|F4|9ceb65eaa0d75c9623676bbb0a6bfae805a23721e742762f564aaa726133f0cf,576,True,True,True,0,True
313,MSO02A|PRIMARY|F4|b15150ff6c0d5f96bd2901ea9740ec0ef058a1860f44b86551f3a4b06e7a97be,576,True,True,True,0,True
314,MSO02A|PRIMARY|F4|34dd439ac9b5e39de635499c599e5b3e0ec22eb7375dea062e72dbb58f8dc87e,576,True,True,True,0,True
315,MSO02A|PRIMARY|F4|14d2a69f58a6fd91397d31978e27fa4125a0fbb2da62ff1accaf249c4a390dfb,576,True,True,True,0,True
316,MSO02A|PRIMARY|F4|8f9ec4e0a45555002d738926a628dd7855cf7ebbd87ae76f65cc803eea59b537,576,True,True,True,0,True
317,MSO02A|PRIMARY|F4|e6fdd77115b827f6e88a3aca37ce8cd361b1b00abe3a792726daeaaa622cd189,576,True,True,True,0,True
318,MSO02A|PRIMARY|F4|f27f7d5747405486686c32aee04743cc7863a2677541693eb378ea031a7850c8,576,True,True,True,0,True
319,MSO02A|PRIMARY|F4|afba0e0d5deafa35d0175f678d7512c9a8ca6e891b753dfffe8d24d8306d977b,576,True,True,True,0,True
320,MSO02A|PRIMARY|F4|45120e6b2eabee72e0743a6139ffc2835c70130c7629ab561bc8c6303acf9bdf,576,True,True,True,0,True
321,MSO02A|PRIMARY|F4|c9dbc3ddd4f353bd08a08b95f1e35ffc8b4d05625974429f2582e1ee29ff1ff4,576,True,True,True,0,True
322,MSO02A|PRIMARY|F4|a9022453a0f52a46b659fbace95f6f491308c38a397ee2d39f38a67e9ea207e7,576,True,True,True,0,True
323,MSO02A|PRIMARY|F4|b16589ab1ad76bd2d0d0c4b9d974b27fde5f0074bc5ecf5882ecd6db2a5c940d,576,True,True,True,0,True
324,MSO02A|PRIMARY|F4|136227a7d75a68cf7ae9c1cc732e549f5682dfe8e01b220b5656c6a99e20b402,576,True,True,True,0,True
325,MSO02A|PRIMARY|F4|b5ff09ed790df9b0b3b3a4bde4aabab90a3102380e2c9c23b1833a6e6d5b6a42,576,True,True,True,0,True
326,MSO02A|PRIMARY|F4|9c3b447555e2e78cbf780e38ee32e65135e2cc09fd26646fe9299277dbfc714d,576,True,True,True,0,True
327,MSO02A|PRIMARY|F4|19fa026cdac79b98464cbca2067b6c0c5918343aba7d3f6b3809330fad93e474,576,True,True,True,0,True
328,MSO02A|PRIMARY|F4|59a087c6c06f576707eabd4d1ea05f5f99ed12bd0ad6e2fed8a9acaac4b510fe,576,True,True,True,0,True
329,MSO02A|PRIMARY|F4|721a2d5ce3bab76170fdf7f490031d6f30945794d12807d18e2ad67be79ceef4,576,True,True,True,0,True
330,MSO02A|PRIMARY|F4|452c65d195c7484270e4008a6f4c3f65625ff1dfbed3089a94495ba8754bdf55,576,True,True,True,0,True
331,MSO02A|PRIMARY|F4|a8f70018ad2793592cee6365d1511e42c065829c506de5f1f47be9d544754521,576,True,True,True,0,True
332,MSO02A|PRIMARY|F4|ab0e5273777e054d1dc229e56f02dcf9d0a3576f5739715831d9ab64b60547b7,576,True,True,True,0,True
333,MSO02A|PRIMARY|F4|1b545599819ca0421c6806e567ec09927e32f55c09fb9dd6ca9a3ec06c2203f5,576,True,True,True,0,True
334,MSO02A|PRIMARY|F4|a4e93572e5bd9b3219c2da4f049349b7b935e6306bb43ac0c832c692377dd5cc,576,True,True,True,0,True
335,MSO02A|PRIMARY|F4|efaf7cc6c8efe6aa8f44198dc52ef2166ec6f441d02380b67ed9bd8653f64e9a,576,True,True,True,0,True
336,MSO02A|PRIMARY|F4|2be364f9a7ac3a7c2d580af0a2ae81ffb9e40d15a5a3a781e3d6b201708ae3d9,576,True,True,True,0,True
337,MSO02A|PRIMARY|F4|bc36a0983469a95153e5074a990c62a353b421aaefc6ba09b47c4435e2e7198b,576,True,True,True,0,True
338,MSO02A|PRIMARY|F4|22f1390a38e88389377963a2345f7bbb028a264e785bb7027b7e203a9477d579,576,True,True,True,0,True
339,MSO02A|PRIMARY|F4|935d3e0a1c121539a2200d3a5c08426996ace6933c59f24f0478e069b8258e6d,576,True,True,True,0,True
340,MSO02A|PRIMARY|F4|d453413fb6ed7846b49edcf67acbe215cf2d4c639f8fd99d930ceab0f41c11a2,576,True,True,True,0,True
341,MSO02A|PRIMARY|F4|e0458fb85853e1441e4843331ef56fb85fb40dac492fea3d52f18a8bafdc410b,576,True,True,True,0,True
342,MSO02A|PRIMARY|F4|82212d97ac365e31f910fd7974f4dd46324444204f459694d784ad02fb856d1e,576,True,True,True,0,True
343,MSO02A|PRIMARY|F4|cdfe71835df229f83661b0356857bdb13342c01719f561d71718f186dc267d3e,576,True,True,True,0,True
344,MSO02A|PRIMARY|F4|6c338ed3b3cd7b2df3cd7895110560ccbf6d85457ad39e723599912557a9f04b,576,True,True,True,0,True
345,MSO02A|PRIMARY|F4|a198787d6cc12169307dcb26cc2f672a9db79d509d622b719be1e6268fa98b03,576,True,True,True,0,True
346,MSO02A|PRIMARY|F4|43d5561e3819c8f3c4daac6e4ffaa319e8858958bc45e31c71573f4b5dd03fc4,576,True,True,True,0,True
347,MSO02A|PRIMARY|F4|d8b50c425204799540145a3f5be5f9fbbd775aa4f2ea750eba99840a3e452f13,576,True,True,True,0,True
348,MSO02A|PRIMARY|F4|dfac2693b6005e52fb8ed97f26c0879ce87e107daca6280b2187d258969e5a39,576,True,True,True,0,True
349,MSO02A|PRIMARY|F4|6943a17719c5f3838c862e6dd7c7ea94f2e288b11b851eb2babda3088b221250,576,True,True,True,0,True
350,MSO02A|PRIMARY|F4|6815fa14cf492f638f966c621c85f1bada68df4d17ffb4960122e6e711279806,576,True,True,True,0,True
351,MSO02A|PRIMARY|F4|bb8afab4e26e94ddde60e34d6af9dd8655dad490b30ccd0c5e44e4da357ab84a,576,True,True,True,0,True
352,MSO02A|PRIMARY|F4|e46d6d9da5882967b824ece890d6b50108cc1d03c1f6780232fb453de77016e1,576,True,True,True,0,True
353,MSO02A|PRIMARY|F4|19faf3c3640e35bd056eb32f484234cfb138a091585a4453012ed9e91eb63caf,576,True,True,True,0,True
354,MSO02A|PRIMARY|F4|f1c267b2f61af0556a40ce4bbe9adbcf7d1fd630d7a364ef59317ad12f6f7ca5,576,True,True,True,0,True
355,MSO02A|PRIMARY|F4|2b111cc019f6eb4dd6084e44909c8d0bd8bd3dd3a4aab397d601a9d755a54191,576,True,True,True,0,True
356,MSO02A|PRIMARY|F4|4b1a14490aef66795bf843ca0c67c79f0329af7632a4cc958c268ec81c7b1bb3,576,True,True,True,0,True
357,MSO02A|PRIMARY|F4|8bc9d5997b7e23920956812edcf6f62f816b3ce57a13c4d3be62ab4673946106,576,True,True,True,0,True
358,MSO02A|PRIMARY|F4|2cb8a21eb79558df929f28c72e6f21e7496b8dfe4d1520b7e20acc85afef4eb1,576,True,True,True,0,True
359,MSO02A|PRIMARY|F4|7250b29c3bf30c25de09a95f4199bc6229b1690f7dab4a75660f701fd0744b32,576,True,True,True,0,True
360,MSO02A|PRIMARY|F4|c4a09ef8b4e70b49510386a7e4fae7562e9c5de9ac57ac40d2ce835dfa4b6e9c,576,True,True,True,0,True
361,MSO02A|PRIMARY|F4|cb3c868bfb48cfcbd50939809c0256a959bfc20e6320b58618179de0997e9d23,576,True,True,True,0,True
362,MSO02A|PRIMARY|F4|badd7f6442abe96e0bf4b4861555e2682d60865ad46a333b19e07734ead73a3b,576,True,True,True,0,True
363,MSO02A|PRIMARY|F4|9215f21d4620fe3cdcb7c051e423cc36a10df171607eabadf6b1bba4dc6540a9,576,True,True,True,0,True
364,MSO02A|PRIMARY|F4|7402647a6b9dce9cdc0ab30870fac0f2f91f2e0b28b4a78007766769b0f46bf8,576,True,True,True,0,True
365,MSO02A|PRIMARY|F4|37b67d78f9324ed1dc519c93b90bd0faeb445112043efbdd77467c8c60f481fd,576,True,True,True,0,True
366,MSO02A|PRIMARY|F4|a48d22ad30e6d223688fb1dc587dc3f921fd65acd7d8df7bfc88cf225c4a9855,576,True,True,True,0,True
367,MSO02A|PRIMARY|F4|7c8ebabf74f190ae924f23c49c57458cfa087c1433b093cdf75fdaf8684dc3a4,576,True,True,True,0,True
368,MSO02A|PRIMARY|F4|d778b6c5b3244c1bb3b8de532c7c230c1cf103b653eff7703140cb5b323da306,576,True,True,True,0,True
369,MSO02A|PRIMARY|F4|7ac3d599a1e3b8890980ab6412c95861599490a757067c8ac96e9695a179b09f,576,True,True,True,0,True
370,MSO02A|PRIMARY|F4|6f59ff1cb3abae2d098e959505fda3c6ddcb7587d5e45277930d3dc0917a24fd,576,True,True,True,0,True
371,MSO02A|PRIMARY|F4|bcf9aa17a2cf762ae7973eef4238d1e05efa86cd42494d1436b67725ef5391c7,576,True,True,True,0,True
372,MSO02A|PRIMARY|F4|d544ea0e1dc33dcc4e4361bacabf551d4ce373d988452ebf2fb371368c71d536,576,True,True,True,0,True
373,MSO02A|PRIMARY|F4|4c0630de7f144a227fe956d8145a1d9b246e1a8677e3289aa7a5f16523c6d6cc,576,True,True,True,0,True
374,MSO02A|PRIMARY|F4|35c812d26e28e466539a911ff3cef436cbbde914f9e88c0505dcb07fcccecf77,576,True,True,True,0,True
375,MSO02A|PRIMARY|F4|7a667a45d85487143165dd75c32a19f7a81415c5dc5ce2eee86b2640ec274a4c,576,True,True,True,0,True
376,MSO02A|PRIMARY|F4|2400308127629ee0554c4d5f5de07fbc0f4719175a844be05c11c95facca189d,576,True,True,True,0,True
377,MSO02A|PRIMARY|F4|f3c900d651ee45312402f0c38b699b0e894d430942eddb899f1911290a6330a6,576,True,True,True,0,True
