arm,component,scope,scope_id,oracle_nrmse,residual_rms,frozen_metric_reproduced,status,evidence_class,selected_oracle,target_magnitude_p25,target_magnitude_p75
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_2,0.2767841366349271,0.002993820217633218,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_2,0.23141844540741302,0.0025031247419637537,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_3,1.57188210791738,0.013429397498363901,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_3,0.4996969953845516,0.004269168499314692,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_3,0.18482815541497036,0.0015790820160461307,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_3,1.3079804554074297,0.011174749917492332,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_4,0.7782366839038006,0.007912279365979248,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_4,0.292185134774846,0.0029706263669403835,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_4,0.37181807372700953,0.003780249034125491,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_4,1.3891752309517547,0.014123649967838972,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_5,0.19567584810179467,0.0021608013168207276,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_5,0.26029788953304367,0.002874406974212054,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_5,0.313848914493543,0.003465758060072942,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_5,0.03435292137987907,0.00037935104651068484,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,TARGET_AMPLITUDE,LOW_LE_P25,,0.00022427183464052847,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,0.0,0.005032981936004068
SS,viscosity_laplacian_acceleration,TARGET_AMPLITUDE,MID_P25_TO_P75,,0.0032103775215926414,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,0.0,0.005032981936004068
SS,viscosity_laplacian_acceleration,TARGET_AMPLITUDE,HIGH_GE_P75,,0.01083461866706754,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,0.0,0.005032981936004068
SS,viscosity_laplacian_acceleration,VECTOR_DIRECTION,X_COORDINATE,,0.004533524141979323,,EVALUABLE_COORDINATE_COMPONENT_NOT_INTRINSIC_DIRECTION,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,VECTOR_DIRECTION,Y_COORDINATE,,0.003496617555421913,,EVALUABLE_COORDINATE_COMPONENT_NOT_INTRINSIC_DIRECTION,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,DESIGN_ONLY_POLARIZATION,longitudinal,,0.008733550607618448,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,DESIGN_ONLY_POLARIZATION,none,,0.00022427183464052847,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
SS,viscosity_laplacian_acceleration,DESIGN_ONLY_POLARIZATION,transverse,,0.00605966674412051,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,OVERALL,ALL,0.1625951106024852,0.028179341359982422,True,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FOLD,FOLD_0,0.07842579146584225,0.010697268159246355,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,density_rate,FOLD,FOLD_1,0.06706490526246457,0.0064954372699866795,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,density_rate,FOLD,FOLD_2,0.0869004528083726,0.008222639111626495,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,density_rate,FOLD,FOLD_3,0.5706101651078648,0.06531636196266251,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,knn5,,
MS,density_rate,FOLD,FOLD_4,0.16157194518693582,0.025210804833782026,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,ridge,,
MS,density_rate,FOLD,FOLD_5,0.010997403783430986,0.0013215830761461505,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,knn5,,
MS,density_rate,FAMILY,F1,0.3539858469394079,0.050886165106770645,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY,F2,0.05798322485114177,0.005328887120494971,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY,F3,0.04090640049065799,0.005245832310678312,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY,F4,0.1975049701287331,0.023043079743849504,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F1|FOLD_0,0.04379074699036455,0.00424663673476814,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F2|FOLD_0,0.050503974737050594,0.004897656448229856,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F3|FOLD_0,0.036308675391177894,0.003521057878754043,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F4|FOLD_0,0.183099768744776,0.017756221519815728,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F1|FOLD_1,0.12391956400586433,0.011165827536502958,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F2|FOLD_1,0.07243562714472662,0.006526844463059717,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F3|FOLD_1,0.05441110412833005,0.004902736784474856,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F4|FOLD_1,0.017493325770937238,0.0015762439140675495,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F1|FOLD_2,0.09784541279852317,0.008828247513086312,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F2|FOLD_2,0.038761909238604716,0.003497350760253058,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F3|FOLD_2,0.12006160596098288,0.010832736496546253,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F4|FOLD_2,0.09093288323537964,0.00820455427924389,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F1|FOLD_3,1.8212492832122473,0.12377608128217715,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F2|FOLD_3,0.14233532191864032,0.009673419524455796,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F3|FOLD_3,0.010799250818555473,0.0007339406853445902,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F4|FOLD_3,0.308056804482016,0.02093621363234882,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F1|FOLD_4,0.015452160632548763,0.0014780469999929006,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F2|FOLD_4,0.03072825115298308,0.0029392523486991198,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F3|FOLD_4,0.017407268851666827,0.00166505915360991,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F4|FOLD_4,0.5827001001105446,0.05573706844917083,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F1|FOLD_5,0.021657913996898686,0.0021118682168280935,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F2|FOLD_5,0.013134264914845272,0.0012807252179980958,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F3|FOLD_5,0.006450497793234846,0.0006289895358437163,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,FAMILY_FOLD,F4|FOLD_5,0.0027469384287451427,0.0002678546032679451,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,
MS,density_rate,TARGET_AMPLITUDE,LOW_LE_P25,,0.0025808638638442987,,EVALUABLE_RAW_RESIDUAL_ONLY,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,0.0,0.011759612076561038
