evidence_class,record_type,arm,scope_type,scope_id,correlation_status,diagnostic_only,feature_count,fraction_of_all_group_energy,group_energy_pearson_correlation,group_id,group_id_2,group_name,maximum_absolute_within_group_feature_correlation,mean_total_squared_contribution,normalization_semantics,zero_energy_status
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_3,APPLICABLE,True,,,0.999238903192958,G2,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_3,APPLICABLE,True,,,0.010255297793300198,G2,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_3,APPLICABLE,True,,,0.009869413576591261,G3,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,,True,39,0.17079541031384338,,G0,,BASE_SINGLE_SCALE,1.0000000000000058,2.2402966110384214e+30,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,,True,15,0.1322834228807211,,G1,,RAW_MULTI_SCALE_OPERATOR_VALUES,1.0000000000001346,1.7351409117591587e+30,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,,True,15,0.2777270147120149,,G2,,BASELINE_SCALE_DIFFERENCES,1.0000000000005316,3.64290169571796e+30,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,,True,35,0.41919415209342054,,G3,,LOG_SCALE_DIVIDED_DIFFERENCES,1.0000000000005043,5.49850395028968e+30,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,,True,6,8.114112221832767e-32,,G4,,TOPOLOGY_SUPPORT_SUMMARIES,0.997915049395688,1.0643153746786609,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.987150908067451,G0,G1,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.9975223729147101,G0,G2,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.9955041424685052,G0,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.058829055039456395,G0,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.9739699028225319,G1,G2,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.970502117810646,G1,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.06862751545925692,G1,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.9993315235294528,G2,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.054707330958387694,G2,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_4,APPLICABLE,True,,,0.05492232299231403,G3,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,,True,39,0.007623550424547503,,G0,,BASE_SINGLE_SCALE,1.0000000000000158,1.1717013909884336e+27,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,,True,15,0.7894672390939654,,G1,,RAW_MULTI_SCALE_OPERATOR_VALUES,1.0000000000001366,1.2133714748021783e+29,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,,True,15,0.054872362808044944,,G2,,BASELINE_SCALE_DIFFERENCES,1.0000000000006293,8.433606423325316e+27,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,,True,35,0.14803684767344213,,G3,,LOG_SCALE_DIVIDED_DIFFERENCES,1.0000000000005038,2.2752519584313034e+28,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,,True,6,7.030419331293152e-30,,G4,,TOPOLOGY_SUPPORT_SUMMARIES,0.9979298008475097,1.0805401225108444,FROZEN_TRAIN_FOLD_MEDIAN_IQR,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.006392698710285484,G0,G1,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,-0.01854971510027696,G0,G2,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,-0.01858751424670833,G0,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.015472689009158342,G0,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.6901775090237419,G1,G2,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.7136457347430124,G1,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.06277211061433172,G1,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.9991378729447913,G2,G3,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.0881605175754287,G2,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,TRAIN_EXCLUDING_FOLD,FOLD_5,APPLICABLE,True,,,0.08895488392053323,G3,G4,,,,FROZEN_TRAIN_FOLD_MEDIAN_IQR,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F1,,True,39,0.16695912948620623,,G0,,BASE_SINGLE_SCALE,1.0000000000000022,2.707788207096759e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F1,,True,15,0.12712124104391476,,G1,,RAW_MULTI_SCALE_OPERATOR_VALUES,1.0000000000001306,2.061686584192782e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F1,,True,15,0.25854306715812836,,G2,,BASELINE_SCALE_DIFFERENCES,0.9999999999999992,4.193121217341064e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F1,,True,35,0.44737656231175066,,G3,,LOG_SCALE_DIVIDED_DIFFERENCES,1.000000000000026,7.255673788472465e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F1,,True,6,6.474285135923507e-32,,G4,,TOPOLOGY_SUPPORT_SUMMARIES,1.0000000000000007,1.0500170307778156,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.9799961289526826,G0,G1,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.9968541760491149,G0,G2,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.9919476415131555,G0,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.11922298694897987,G0,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.9618820326981907,G1,G2,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.9498707929747028,G1,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.13291285926304242,G1,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.9986980676875101,G2,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.1132579259423173,G2,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F1,APPLICABLE,True,,,0.11056037066644488,G3,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F2,,True,39,0.16605540878704642,,G0,,BASE_SINGLE_SCALE,1.0000000000000024,1.1999781721218382e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F2,,True,15,0.1197630478967015,,G1,,RAW_MULTI_SCALE_OPERATOR_VALUES,1.0000000000000038,8.654523472169775e+29,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F2,,True,15,0.2609860210446252,,G2,,BASELINE_SCALE_DIFFERENCES,1.000000000000026,1.885982099409406e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F2,,True,35,0.4531955222716269,,G3,,LOG_SCALE_DIVIDED_DIFFERENCES,1.0000000000001428,3.2749594752840783e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F2,,True,6,1.4530348245490185e-31,,G4,,TOPOLOGY_SUPPORT_SUMMARIES,1.0000000000000007,1.0500170307778147,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.9949818151573682,G0,G1,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.9985207847199994,G0,G2,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.9947447591894626,G0,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.043130305015708394,G0,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.9883233643472799,G1,G2,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.9802553491724988,G1,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.045575422926425975,G1,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.99881971462175,G2,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.04232822578431263,G2,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F2,APPLICABLE,True,,,0.041578057836966054,G3,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F3,,True,39,0.16664439127069336,,G0,,BASE_SINGLE_SCALE,1.0,2.4294455551322066e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F3,,True,15,0.11914219311880772,,G1,,RAW_MULTI_SCALE_OPERATOR_VALUES,1.000000000000001,1.7369289736911413e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F3,,True,15,0.2618408920005001,,G2,,BASELINE_SCALE_DIFFERENCES,1.000000000000004,3.817279335787275e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F3,,True,35,0.45237252360999897,,G3,,LOG_SCALE_DIVIDED_DIFFERENCES,1.0000000000000582,6.594967933622424e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F3,,True,6,7.202443724173434e-32,,G4,,TOPOLOGY_SUPPORT_SUMMARIES,1.0000000000000002,1.0500170307778163,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.9939613892179424,G0,G1,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.9984514194942321,G0,G2,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.9949011233738282,G0,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.0250625113893672,G0,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.9863850740680087,G1,G2,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.9780454496273252,G1,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.03259494878155725,G1,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.9989633415447774,G2,G3,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.021429009974932113,G2,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SCALE_RESPONSE_GROUP_ENERGY_COLLINEARITY,MS,FAMILY,F3,APPLICABLE,True,,,0.018801422092821037,G3,G4,,,,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F4,,True,39,0.1588298563687391,,G0,,BASE_SINGLE_SCALE,1.0,2.1323418806731135e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F4,,True,15,0.10877317068783829,,G1,,RAW_MULTI_SCALE_OPERATOR_VALUES,1.0000000000001643,1.4603147837193e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F4,,True,15,0.2601918360816637,,G2,,BASELINE_SCALE_DIFFERENCES,1.0000000000001354,3.4931590430838207e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,SEMANTIC_GROUP_ENERGY,MS,FAMILY,F4,,True,35,0.4722051368617589,,G3,,LOG_SCALE_DIVIDED_DIFFERENCES,1.0000000000001557,6.339505761824052e+30,OBSERVABLE_ONLY_GLOBAL_MEDIAN_IQR_FOR_CROSS_FAMILY_COMPARISON,POSITIVE_ENERGY
