component,scope,scope_id,ss_wn,ms_wn,wn_ratio_ms_over_ss,ss_wb,ms_wb,wb_ratio_ms_over_ss,ss_d,ms_d,d_ratio_ms_over_ss,log_scale_cancellation_gap,numerator_delta,denominator_delta,status,evidence_class
density_rate,FAMILY_FOLD,F4|FOLD_0,7.623956628159667e-05,9.577120816849362e-05,1.2561877360995908,0.010177399420066315,0.010177399420066315,1.0,0.007491065559565108,0.009410184686243706,1.2561877360995908,0.22808152829313938,1.9531641886896947e-05,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F1|FOLD_1,0.006674349183662385,0.0025876769756139066,0.38770476407618554,0.033053910281336536,0.033053910281336536,1.0,0.20192313486828123,0.07828656136563077,0.38770476407618554,0.9475111463328131,-0.004086672208048479,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F2|FOLD_1,0.0027432944068276383,0.00014629727076138828,0.05332904496042308,0.011960235171363694,0.011960235171363694,1.0,0.2293679319446735,0.012231972755156756,0.05332904496042309,2.9312741626413024,-0.00259699713606625,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F3|FOLD_1,0.0032314506783327414,0.00028906382030094647,0.08945326699217584,0.014856682313151563,0.014856682313151563,1.0,0.2175082303181625,0.01945682179964627,0.08945326699217586,2.414038946584514,-0.002942386858031795,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F4|FOLD_1,0.004412660059327982,0.004418460562981049,1.001314514051633,0.007699726699415889,0.007699726699415889,1.0,0.5730930761039521,0.5738464150053844,1.001314514051633,0.0013136508344283938,5.800503653066551e-06,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F1|FOLD_2,0.007000101708725839,0.0006879900528580285,0.09828286523329054,0.01797676929941336,0.01797676929941336,1.0,0.389397093111401,0.038271062024502915,0.09828286523329054,2.319905577976237,-0.006312111655867811,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F2|FOLD_2,0.002191573933034422,9.296755119098721e-05,0.042420449426620835,0.012047347087177305,0.012047347087177305,1.0,0.18191340526471939,0.00771684840805641,0.04242044942662084,3.1601247352147643,-0.0020986063818434347,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F3|FOLD_2,0.012564698265794368,0.0007488648913770198,0.05960070632302406,0.03161091267810115,0.03161091267810115,1.0,0.39747976889318726,0.023690074975146327,0.059600706323024055,2.8200878539236056,-0.011815833374417349,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F4|FOLD_2,3.5803422142950346e-05,3.4905546361553643e-06,0.09749220681248903,0.00785689967519339,0.00785689967519339,1.0,0.004556940221089063,0.0004442661584665643,0.09749220681248902,2.327982834301236,-3.231286750679498e-05,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F1|FOLD_3,0.04371393204757827,0.018865470625897596,0.43156654508600156,0.07768901501373274,0.07768901501373274,1.0,0.5626784177898402,0.24283318076001906,0.4315665450860015,0.8403335623049984,-0.024848461421680675,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F2|FOLD_3,0.003702730438948888,0.00022812716063872894,0.06161052347723387,0.009603448198547488,0.009603448198547488,1.0,0.38556259818311117,0.023754713507303862,0.06161052347723388,2.786922587364033,-0.0034746032783101594,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F3|FOLD_3,0.0016511010865363606,3.35951664506916e-06,0.0020347128788562982,0.020047799441671316,0.020047799441671316,1.0,0.08235822047902101,0.0001675753318883506,0.0020347128788562982,6.197400561513023,-0.0016477415698912914,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F4|FOLD_3,0.014216886913170293,0.0006296904235300856,0.044291723453659226,0.03422571421451251,0.03422571421451251,1.0,0.4153861282211606,0.01839816751765788,0.044291723453659226,3.116957448874355,-0.013587196489640206,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F1|FOLD_4,0.0006311539554685431,1.8311426143525952e-05,0.029012614093390718,0.010333378009207953,0.010333378009207953,1.0,0.061079150971359915,0.001772065836284016,0.029012614093390718,3.5400245748295305,-0.0006128425293250171,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F2|FOLD_4,0.0029153078935349203,0.00019734829401215587,0.06769380841378769,0.01476009236901716,0.01476009236901716,1.0,0.19751284887989112,0.01337039695133675,0.06769380841378769,2.6927605594680304,-0.0027179595995227646,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F3|FOLD_4,0.00014905570272568,1.1398869089827569e-06,0.007647388782437856,0.008661044148463486,0.008661044148463486,1.0,0.01720989988858598,0.0001316107953548509,0.007647388782437855,4.873391025040997,-0.00014791581581669722,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F4|FOLD_4,0.0238837513528863,0.00105982706515253,0.044374397032250636,0.017260251424003767,0.017260251424003767,1.0,1.3837429575140057,0.061402759387307215,0.04437439703225064,3.1150926192844945,-0.022823924287733773,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F1|FOLD_5,0.0018624767088301487,1.4871801457374052e-05,0.007984959697410266,0.010891087107426247,0.010891087107426247,1.0,0.171009256510325,0.0013655020211190392,0.007984959697410266,4.83019554461528,-0.0018476049073727747,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F2|FOLD_5,0.0004087721319114628,5.633346678765264e-06,0.013781141714390177,0.009856473040155427,0.009856473040155427,1.0,0.041472454725551285,0.0005715377758164529,0.013781141714390177,4.284454163825104,-0.0004031387852326975,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F3|FOLD_5,0.006533801520737886,4.164315898557861e-06,0.000637349617269606,0.012198044646435424,0.012198044646435424,1.0,0.5356433518750259,0.0003413920853105566,0.0006373496172696059,7.358192203238221,-0.006529637204839327,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,FAMILY_FOLD,F4|FOLD_5,0.00350572646760555,5.972075809255135e-07,0.00017035201874532238,0.008995332350740647,0.008995332350740647,1.0,0.38972728643171256,6.639083000377871e-05,0.00017035201874532235,8.677643563353273,-0.0035051292600246243,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e,0.003310870563818234,0.00012796941749886325,0.03865128975361803,0.011365519388133714,0.011365519388133714,1.0,0.2913083380311666,0.011259442980887527,0.03865128975361803,3.253175134424801,-0.003182901146319371,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad,0.0,0.0,,0.009178480594627714,0.009178480594627714,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0280053dfd6ee65fbd80522b2b04964154d57f31de1cc5d0449972791fa285ea,1.5207978221719837e-10,0.0,0.0,0.00738285064938495,0.00738285064938495,1.0,2.0599059826554642e-08,0.0,0.0,,-1.5207978221719837e-10,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|02a8e9bf168ff7b6159072e41013ee435870f1006dfd3aa95840b1c132f5aafb,0.0,0.0,,0.007573590181103261,0.007573590181103261,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0404a47ad84d3ab6d4cc0dbf7c8fea97f3bca817bfb6ce9e4a0d96e074c1229f,0.006021344489059027,7.1245102954905675e-06,0.0011832092165522214,0.01036383955441128,0.01036383955441128,1.0,0.5809955333104412,0.0006874392697885872,0.0011832092165522214,6.739524857084651,-0.006014219978763537,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|04cc9f11103eaca809c304d2c5e7176a0ac510070bc43c67da76cab1f9c23ed7,7.418241285189936e-15,2.1809590086873874e-14,2.9399947033827796,0.007575398188992978,0.007575398188992978,1.0,9.792543045418536e-13,2.8790024686178367e-12,2.939994703382779,1.0784077797784843,1.439134880168394e-14,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|051eaa0f00871ac3de3987b76f15e88e4e718676447cf96853b1d9836e56f4a9,2.101087081239765e-14,2.17870605480792e-14,1.036942292521429,0.011121591525362826,0.011121591525362826,1.0,1.889196412625144e-12,1.958987659130776e-12,1.0369422925214289,0.03627627921431667,7.761897356815503e-16,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|05638fa6abec8d1f9d2070785cb5b62bc36d80415fcae04a6c6b1419139c3003,0.0,0.0,,0.007164890323747775,0.007164890323747775,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|065caad01d0036cc45e094366cffda53edef5d184f8c28ff280e81478dd5499f,0.006542561483159545,0.00026646406642109367,0.04072778943032758,0.03082103438774973,0.03082103438774973,1.0,0.2122758568336688,0.008645526398264028,0.040727789430327586,3.200844632540636,-0.0062760974167384515,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|06c31c418b756da4f49834b1270295e826a9807f080171a34a3e7c250369709c,4.823329324604842e-07,1.6386872787761815e-07,0.3397419434781044,0.010464119020474871,0.010464119020474871,1.0,4.609398378561213e-05,1.5660059633972096e-05,0.3397419434781044,1.0795689393207726,-3.184642045828661e-07,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|06c5b0d79a6fc40df74bc047659e629ea096b0eb47ce7956bd3f7d012a8211c7,2.036529319570406e-33,1.9598926227904114e-33,0.9623689695780266,0.006772214920668471,0.006772214920668471,1.0,3.0071835336398106e-31,2.8940201186009536e-31,0.9623689695780266,0.03835735759082542,-7.663669677999457e-35,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|07ef870a5e517a728f6e4939e44adb6e41abac7dca46a1a2247aeb449ae2b2b6,0.001033525983008447,1.543242085960632e-05,0.014931817016041281,0.007239094866049156,0.007239094866049156,1.0,0.14277005649637373,0.0021318163589737283,0.014931817016041281,4.20426097248913,-0.0010180935621488406,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|092a3e161c8ce70f083c10130918ff7fb36de994b41e81b7dfb0e04366314a2c,0.007101798417468245,0.00011514068789354338,0.016212891598039816,0.02079789038141859,0.02079789038141859,1.0,0.34146724918856136,0.005536171495374995,0.016212891598039816,4.1219485755501815,-0.006986657729574702,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|093dc802dc5954d756689fb97f687ee9b46c368f5fe625c807448d3bc43a1926,0.0,0.0,,0.010199022445859246,0.010199022445859246,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0a252563daa08b1ab13bdaf89c42f5f5445076fcfec6feb203abcad9de8ed55a,0.0,0.0,,0.0053821199467469875,0.0053821199467469875,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0ac3210ffe07941071125618f2e4ad4f522063f7735eb12854083a5cf3b96fca,0.0004268348604833454,1.2379721330445945e-06,0.0029003538549843885,0.010265612649748583,0.010265612649748583,1.0,0.041579092748429296,0.00012059408193966034,0.0029003538549843885,5.842922530473283,-0.0004255968883503008,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0af73c913450206e45697078b9ff423d2fbe56a236026748e22945b9fe394efb,0.0031472078602025576,1.628552637137655e-05,0.0051745950997746926,0.008690112335882308,0.008690112335882308,1.0,0.36215962907722543,0.0018740294419592309,0.0051745950997746926,5.263994184481168,-0.003130922333831181,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0d095ad04875a9db82a8c6062fc3703d3296558fc88db157a4ad79a6317e27a5,3.7840184508114505e-32,1.2546718867724983e-31,3.3157129202249123,0.008823622333223266,0.008823622333223266,1.0,4.2885090815408344e-30,1.4219464970166815e-29,3.3157129202249123,1.1986726594073536,8.762700416913533e-32,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0d9a0fc9b5f4f20cb32cc24ac6db7a1e45276ec79661381e7e476b453759d6b0,0.5469247386740455,0.24466708463377287,0.4473505536190215,0.8466028862035782,0.8466028862035782,1.0,0.6460227665022741,0.28899864224528415,0.4473505536190215,0.8044127554369976,-0.3022576540402726,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0da6210822c1316c7a077be78ae0c871024433732125f17a7f978f92e0d637e1,0.014597178700697084,0.0002379728152442653,0.016302658213871217,0.04911652233741079,0.04911652233741079,1.0,0.2971948746782259,0.004845066464793407,0.016302658213871217,4.116427103860021,-0.014359205885452819,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0ddf6cdd096735cc15f4456489e1d58f77aa80618dad5da96cca18e59be60b9c,1.7493802195169282e-17,1.1081323829043466e-16,6.3344284480954345,0.009776505509620111,0.009776505509620111,1.0,1.7893716909334656e-15,1.1334646943265577e-14,6.3344284480954345,1.8459995884077995,9.331943609526539e-17,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0e65acebdbaa92caa4bcb30c2a0feac4a5469aac1dd76780539181916f956f58,0.0,0.0,,0.004945635477963037,0.004945635477963037,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0e85d8db167a222553e045c2d06d7055fe817db60fe9573c8fc78f52ed1f8615,1.7712776489025004e-34,1.1175774737406512e-34,0.630944264685501,0.013890095914737138,0.013890095914737138,1.0,1.2752090840663002e-32,8.045858578664831e-33,0.630944264685501,0.46053774889124666,-6.537001751618492e-35,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0f0f1b8e6d3d2de7f2739e4c27aed7f4a0fa84df148b19d95d7dbbf8ec12bea3,1.45620513055334e-07,6.81706256890319e-12,4.681388923765699e-05,0.004120435616418359,0.004120435616418359,1.0,3.5341048037516225e-05,1.6544519083709996e-09,4.681388923765699e-05,9.96933062048831,-1.456136959927651e-07,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0f49beb059c8327e240fa524ede4b5d0ddc16e0eb915fce826282146040c0e20,0.0008478361126044015,4.1877597874608044e-06,0.004939350571653232,0.011233617327435157,0.011233617327435157,1.0,0.07547311679682953,0.00037278818259487106,0.004939350571653232,5.310521419652444,-0.0008436483528169407,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|0fdda9072ffc8d97ff7e0441813be2217cbf8a41c67bef8c56cb65c5e8c889e5,1.6858309295373574e-13,1.9383621116754594e-16,0.0011497962682458342,0.008642049810746875,0.008642049810746875,1.0,1.950730401300085e-11,2.2429425357685364e-14,0.0011497962682458342,6.768170510348419,-1.6838925674256818e-13,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|1014832cdbdd8f9e416c91cfffc398c0221e1acf20617efe558f4efd66f3578a,4.4601995613458454e-33,6.407405786789335e-33,1.4365737897288007,0.00699713481109049,0.00699713481109049,1.0,6.374322750329762e-31,9.157184990395738e-31,1.4365737897288007,0.3622609658372493,1.94720622544349e-33,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|101e8ab2bfdfa561a79b7bef11d98c5487b65f400bdd7d35b17d61b9746e280e,0.006039282028203327,2.381280180703631e-05,0.003942985556202045,0.012106791388755547,0.012106791388755547,1.0,0.4988342356185673,0.001966896185983099,0.003942985556202045,5.535817087242724,-0.0060154692263962905,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|10ec2dec79c0538398e95e49cd33ade9183e905d4ea4b212dcd4e7ec34fc5546,2.2277580995697922e-33,2.7430622061263827e-33,1.2313106197015296,0.0061999896050825565,0.0061999896050825565,1.0,3.593164249410267e-31,4.424301298630737e-31,1.2313106197015296,0.2080791465675484,5.1530410655659044e-34,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|11fde86949c379fe2021d6c74cae47b21d76fdf394512bb275cf864fa8a207c8,0.012123524255281218,0.0006494428941168873,0.053568820455320874,0.01060524743361851,0.01060524743361851,1.0,1.143162790983055,0.06123788230137477,0.05356882045532087,2.926788088086195,-0.011474081361164332,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|14fde0d6f8e15a741b90398f93d73484586c3eb3479f620760208e87c5b3db6c,0.0013097893565763847,2.016056234081063e-05,0.01539221725965743,0.008525476816591148,0.008525476816591148,1.0,0.15363238734371398,0.00236474308411429,0.01539221725965743,4.1738932700559195,-0.0012896287942355741,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|15651b29629c1bcfb68ed12ef597d6352232a9bc607eac6bb7e574563cec2b00,8.088450981661426e-13,1.046595111137208e-12,1.2939376321994225,0.007227328601877166,0.007227328601877166,1.0,1.1191480873805295e-10,1.4481078262656746e-10,1.2939376321994225,0.2576899972351095,2.377500129710654e-13,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|16eb11153f438a544fbde5e29c9d4f0fc922c6cc49338ba6f7c68206ac580c7f,0.0,0.0,,0.004135828218663193,0.004135828218663193,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|17af857dc7e075f66db0acfe5114e05e0f490cc5340cc9cfe073ae813844b776,0.0040208758820249315,6.181354150322203e-06,0.0015373153341926198,0.013644416245894962,0.013644416245894962,1.0,0.29469020950124164,0.00045303177790269447,0.00153731533419262,6.477717673339324,-0.0040146945278746096,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|191e9f46778b3758f1f78fde4f9e2a46913f5a82ffc9889aaa9e18e41d67ee0e,4.4061148365282565e-16,1.1515151703164042e-14,26.134479309752315,0.010187416416577548,0.010187416416577548,1.0,4.3250561833895137e-14,1.1303309133830955e-12,26.13447930975231,3.2632554888653007,1.1074540219511216e-14,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|197d7ec024c0036b09ad028c746809cfe1ed712ccbb40eead96390c6dfdd817b,0.00015199679963073286,0.0001913785476091096,1.2590959025061867,0.009890679819657761,0.009890679819657761,1.0,0.015367679714860315,0.019349382560008066,1.2590959025061867,0.23039392571650305,3.9381747978376754e-05,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|197ff926eb3d0f9ff98b06347687987d9933c0c4a0832b79258c496c53405132,0.002133727197574387,3.694996906042589e-05,0.017317100847020404,0.011630262838156208,0.011630262838156208,1.0,0.1834633685641326,0.003177053655159157,0.017317100847020404,4.056060777444141,-0.0020967772285139614,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
