component,scope,scope_id,ss_wn,ms_wn,wn_ratio_ms_over_ss,ss_wb,ms_wb,wb_ratio_ms_over_ss,ss_d,ms_d,d_ratio_ms_over_ss,log_scale_cancellation_gap,numerator_delta,denominator_delta,status,evidence_class
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|86f4c153dee170c8ee8f47b2eb988fa25bcda8c9a7b6fd68a3d7256dc3af0a1f,0.0,0.0,,0.008008771308198975,0.008008771308198975,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|87172e4156e9f066a6ea7ab3304062c939784ea4bd0f5f1cf466bbc2d6008cc6,0.0,0.0,,0.008285044957570084,0.008285044957570084,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8788043b5775de130eade6a54c5654805d8ed31cc68fcfa8928c3b7150abef48,9.105965517744075e-33,1.0669592887530247e-32,1.1717146157361629,0.007298601402016288,0.007298601402016288,1.0,1.2476315688685902e-30,1.4618681442971662e-30,1.1717146157361629,0.15846815957181032,1.5636273697861723e-33,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|88fd5f86ca9cc426c28ce681d06ea15f58c6c7889170fcda146bde128f6121e4,0.0,0.0,,0.00960024776402527,0.00960024776402527,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8a6dd2252f8c5f8f08c3ba5ae9cf89d97575348634ba471a1a84e7de612ac6f3,0.020429301046651287,0.0008122892623181058,0.03976099135566138,0.05087702321142734,0.05087702321142734,1.0,0.4015427742648025,0.015965738776471103,0.039760991355661385,3.2248689640121087,-0.019617011784333182,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8af782533dccfef4a682f44ff365b7014ae448a56bd62c92877bbd37640adb31,3.5803422142950346e-05,3.4905546361553643e-06,0.09749220681248903,0.00785689967519339,0.00785689967519339,1.0,0.004556940221089063,0.0004442661584665643,0.09749220681248902,2.327982834301236,-3.231286750679498e-05,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8d1e4918227588e163eea87a946c88983d6e03486114766be90d0602757fb4c2,0.004434002394653593,4.273457711755168e-05,0.009637923779445844,0.012669784296996629,0.012669784296996629,1.0,0.34996668378203355,0.003372952223636665,0.009637923779445843,4.642049569132491,-0.004391267817536041,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8e3408f57249bc00fdafb475f758686e9ee7a95dad97ecf63f9b3a27f383de5d,0.013175019437756336,0.0008807440096408848,0.06684954157387359,0.0286788652555469,0.0286788652555469,1.0,0.45939821259866964,0.030710559912077984,0.06684954157387359,2.7053108329913766,-0.012294275428115451,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8e40e60ae6de8d393e4f96f7c0cdfd3570298138a8d1d44c6db1dc858b71a31e,0.0,0.0,,0.00943236695019567,0.00943236695019567,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|8fbd2d8c6238dbc0e3f8ebbea9ee429eb1cbd0b7ebf5580cffb8e79372f4cf04,0.0,0.0,,0.009044498644714299,0.009044498644714299,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9035657b1a9729d4b57919992bee8d9ea960c2a587c8d3877d9c920d8fa2a77c,0.0,0.0,,0.00557110878626055,0.00557110878626055,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9239a350bed02b809dafe66125991e7de2c0c1c20b38f7689dc19527329619d6,2.0628268519863535e-14,2.1208879448831508e-14,1.0281463724601454,0.007864370658133238,0.007864370658133238,1.0,2.6230030877969908e-12,2.6968311096702363e-12,1.0281463724601454,0.027757542558717208,5.806109289679723e-16,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9415b727187c332c72260d653b657bcbe590635140818a0978bae1e8dcd4568b,0.0,0.0,,0.009089844898767387,0.009089844898767387,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|95873981d02cb2a4e333122aa57c7927c33fccc49c0b93590a6b549f6bec57f1,0.0,0.0,,0.008612805099775125,0.008612805099775125,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|970bbd18dffee12c05308155c993436bfc58e77384e4967420f4e2e03156c88b,0.0,0.0,,0.009972651776770093,0.009972651776770093,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|97c8122849aa3cb13b599389c011f78352d49decd5677988d0a2a6da7c39f700,1.7465386129887073e-35,1.135596835361511e-35,0.6501985280578813,0.007922044335242316,0.007922044335242316,1.0,2.204656448612623e-33,1.4334643777612433e-33,0.6501985280578813,0.43047753494466806,-6.109417776271963e-36,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|97fbdfbd64658c72d9a31f61eea2acf4543cf9ba5532a2ed052d1358412ef553,1.3103675898817856e-05,1.3103675898817856e-05,1.0,0.007137824788330466,0.007137824788330466,1.0,0.001835808006977263,0.001835808006977263,1.0,0.0,0.0,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|98ef721075a1ebd7c92edcbcf7747aac6c3d77c4f9c29f15e5d83577ad6d7f6b,0.07721048583395386,0.0003846835770061433,0.0049822711624096004,0.037438510502229565,0.037438510502229565,1.0,2.0623279291347814,0.010275076968760132,0.004982271162409601,5.301869435199074,-0.07682580225694771,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|99c13161db8958c19a30a96b96a6940cece539d1c84e808e21dfa37710ec6894,0.002042143200981865,1.5167193435094127e-05,0.007427095919523039,0.007180246793831317,0.007180246793831317,1.0,0.2844112827342241,0.002112349877461669,0.007427095919523039,4.902620355402875,-0.0020269760075467707,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9a24c02f87d28fecb69b79ddff22c8eb176badf445e6b5b8234aa2a46b73c349,5.431215809232246e-13,1.5743013665927962e-12,2.8986168509760226,0.008243193482652634,0.008243193482652634,1.0,6.58872780392933e-11,1.9098197438963798e-10,2.8986168509760226,1.0642336752772792,1.0311797856695716e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9aaa52aa8afb4f9adfe0d0e7ddb5e3e8101852fdd6ef0a635cf3875b473d16a7,3.2998866881487868e-12,5.671114379101421e-31,1.7185785195196736e-19,0.007525153239774343,0.007525153239774343,1.0,4.3851421798391714e-10,7.536211155311278e-29,1.7185785195196736e-19,43.20761925989281,-3.2998866881487868e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9c004dbe18905f4181f1a701e81649fc67e98b969674994e8f64827f6fb4c765,0.001212679843538397,1.048962873902438e-05,0.008649957195971359,0.008135639641491076,0.008135639641491076,1.0,0.14905771358822634,0.0012893428422675161,0.008649957195971359,4.75020090649321,-0.0012021902147993726,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9c5f7b50a01e8dafcf4be2d7df61fd0da86b2229fe32286852ed3ad88cce82f1,0.012518371482445709,0.0004923197451053858,0.03932777884054304,0.03277872664785158,0.03277872664785158,1.0,0.3819053624911388,0.01501948963406893,0.03932777884054304,3.235824169074886,-0.012026051737340324,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9f471cc2328d66ccf0ca43f62bf5e261a867f85eeac6edc5a472072ca388bff6,0.0,0.0,,0.007664711548344218,0.007664711548344218,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|9ff02fac76e3803bb8391cba4035dfa7a72d5220975092d818302f10f07c08e9,0.0,0.0,,0.006070659545326316,0.006070659545326316,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a1c0a919ad122615714cbb9f6b50981061d4f68fe06b618c4cd2688f52f12391,0.0,0.0,,0.006889803413923663,0.006889803413923663,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a2187a6938903010b61ee85d06f597d4029728ee0de5541c03daf2ed126b189e,0.0,0.0,,0.010848348110448394,0.010848348110448394,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a2bcc80ca3b9ebb8f54401e7b09de472e9adbce971c85048bd40ce15be44ea6a,0.02051734607812162,0.0013086267799234431,0.06378148396682155,0.05457354047764289,0.05457354047764289,1.0,0.37595776082233384,0.02397914389409182,0.06378148396682155,2.752292350709129,-0.019208719298198177,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a3f750d8c1551c6ecf78f876fab114a3481105b16656dddc657ee8cfb50fd48b,0.000376870958549664,0.000376870958549664,1.0,0.01062386198889212,0.01062386198889212,1.0,0.035474007375444545,0.035474007375444545,1.0,0.0,0.0,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a594f1a43c118c7761d223f6f34e42847c31c67fc6b06838b968dcc65b6c3356,3.362696873335294e-33,5.008544458737658e-33,1.4894427441418259,0.007855383430711141,0.007855383430711141,1.0,4.280754597144944e-31,6.375938874169302e-31,1.4894427441418259,0.3984020527827139,1.645847585402364e-33,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a7458b96c9ce1c60bf3ea9d352424b7dd251e22480db263be2c5716c65dc6939,0.0,0.0,,0.009770989207708145,0.009770989207708145,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|a97cf87a717a68b745e28078c021ba65c881711a1cd171188bc4affd3a1b5795,0.0,0.0,,0.0037263857683091754,0.0037263857683091754,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|ad302a05132d9f111349ae57a7badd9ffd336cce6f517d6dda76a6f130659828,0.0,0.0,,0.007379153076202998,0.007379153076202998,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|adcf8aaea780832e88b7b6b779fb3ef2ecab338dd7379ac8654e7aabdcee4b4f,0.0,0.0,,0.005342392979328651,0.005342392979328651,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b0c6a47a41827791b3e03b32c3cfc7642f7c46055e5fbdc618a902dd60890cc0,0.0023387887566052082,0.0023387887566052082,1.0,0.008709864613831594,0.008709864613831594,1.0,0.2685218267217522,0.2685218267217522,1.0,0.0,0.0,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b1b50b97bc0f473e266ef9eb8a1e2e2edee23dadabeb0645af363d822d4db947,0.00023957339303405369,0.0,0.0,0.014578606993456561,0.014578606993456561,1.0,0.01643321567976854,0.0,0.0,,-0.00023957339303405369,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b1c696b82fff7183ba4fc0ae8ce4363fcd56ada1cc6ffa171713dda9524816e8,1.0522598726778807e-05,9.002556986621684e-10,8.555450246060614e-05,0.0043234224310264475,0.0043234224310264475,1.0,0.0024338585679865147,2.082275588435696e-07,8.555450246060614e-05,9.366356929430525,-1.0521698471080144e-05,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b2211d9018dde472457c7d9570d8b744ae480cbc84526fced16d30cb565fdb61,0.0,0.0,,0.009604164427310137,0.009604164427310137,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b31d5c3484f2394d06a11f5ae52600d61d7c303637147b70dbb1edd7e25e93c9,0.0,0.0,,0.008317062041483789,0.008317062041483789,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b40ef25bd445f58063f7eecbd118e28fcd5b9c8ea0b1803b18c885057e29107f,0.0012257259326405724,9.795007311764384e-05,0.07991188773058812,0.005849405721070584,0.005849405721070584,1.0,0.20954708753152357,0.016745303333090836,0.07991188773058813,2.526830654666328,-0.0011277758595229287,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b49a6f081c09f4e4bff79a7f0fc0a282131ed3252c520eb6637fbf7ad615c6bd,6.829480440391885e-33,6.182063682495071e-33,0.9052026338537015,0.0035445721024612658,0.0035445721024612658,1.0,1.926743269138088e-30,1.7440930819836885e-30,0.9052026338537015,0.09959645553443212,-6.474167578968137e-34,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b7c6344fafcff3e1128b30252e587c19386316434538ac595af9870864bff2e9,1.6906979526474864e-32,2.2114748219025228e-32,1.3080247825695566,0.004528393016005355,0.004528393016005355,1.0,3.7335495101061406e-30,4.883575286169259e-30,1.3080247825695566,0.2685181997741376,5.2077686925503636e-33,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|b914e9e8b47652c007a545bd9a5f60dbdaba2b957df3f42cdec4c8edb98e6d53,0.0,0.0,,0.009017326657800303,0.009017326657800303,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|bb92dd92e9632ccd3901d1e2e79aab63ab0910a576b08c41f27a140edcf99b56,0.0,0.0,,0.011177126747287361,0.011177126747287361,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|bd0a319ae5e310c35bfeaafdbd8220147f595c77c4d665773530796c1f3b9b59,2.2958877222084186e-12,8.186714932625311e-13,0.3565816765965582,0.01141997848216203,0.01141997848216203,1.0,2.0104133521745142e-10,7.168765637704952e-11,0.3565816765965582,1.0311919585060398,-1.4772162289458877e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|be9a8927a3f7361841f3e523395e00d4ebcd734040aebfe38006ae7fda2437fd,0.0,0.0,,0.009476957470770462,0.009476957470770462,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|bf32023450080971c5fdfb56d7a260838d7b8e02917a4118c4ed0b4a49c6c14a,4.897897973823847e-12,5.221909986329049e-13,0.10661532792714018,0.008993473803837086,0.008993473803837086,1.0,5.446057975655801e-10,5.806332569847604e-11,0.10661532792714017,2.238527988401887,-4.375706975190943e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c26b5ad7fee192c3863a9362bb1782ac10409a155024388ef9dea9120f9c3662,0.008267460980014334,0.0001016318443460126,0.012292993531109037,0.00626454139474215,0.00626454139474215,1.0,1.319723258106849,0.016223349474761638,0.012292993531109037,4.398725810522644,-0.008165829135668322,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c2759d4a0108475d88af3dd58a918080f77e42a77ac5a686ce9a650a1d522183,0.00440383411591078,3.8657874055668863e-07,8.778231204486191e-05,0.18940107255739164,0.18940107255739164,1.0,0.023251368413324827,2.0410588775285257e-06,8.778231204486191e-05,9.340650534966274,-0.004403447537170223,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c34a55057cd1e579919fb09acb5db221d75ae96164f74060b78863318f65371c,4.373842875214123e-12,1.6153771102473327e-15,0.00036932673539815975,0.01023618922232002,0.01023618922232002,1.0,4.272921084417778e-10,1.5781039947219825e-13,0.00036932673539815975,7.903828843930142,-4.372227498103876e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c3a574c6618599692f4195c9d1a59189286c1fc26ae852d26723565b0428d983,0.0,0.0,,0.009206651592759362,0.009206651592759362,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c54c1448df9c13b6658cb41b2c187b93be0f6db94293a7911953a6e90d602764,0.01610944615217704,2.1786589341420647e-05,0.0013524108237871599,0.17314606186385373,0.17314606186385373,1.0,0.09303963358314231,0.000125827807499033,0.00135241082378716,6.605866483770704,-0.01608765956283562,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c7100ae9429166735b2d4f6243a22cf5abc14cffba49fce96d94ed19a12387d6,0.0,0.0,,0.006814798121881435,0.006814798121881435,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c7498c8903eedb4eb72abeb74a8624f4f311768cc705b42f488a9e810b4c3aec,1.797936200046983e-14,3.974518330709061e-33,2.210600315297729e-19,0.008877066805445118,0.008877066805445118,1.0,2.0253719381092684e-12,4.4772878449795205e-31,2.2106003152977285e-19,42.955852652362225,-1.797936200046983e-14,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|c9a10c50914a082104b6f42f933e2e8b35494d6ac1b464fc981b740edc26e9a6,0.00350572646760555,5.972075809255135e-07,0.00017035201874532238,0.008995332350740647,0.008995332350740647,1.0,0.38972728643171256,6.639083000377871e-05,0.00017035201874532235,8.677643563353273,-0.0035051292600246243,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|ca0f07a3c0d5df7705d15288eb48ecdf2c50af57aa3e1ab370127581f048c929,2.0789149858134208e-31,2.0757516636300147e-31,0.9984783782862731,0.010107070631724124,0.010107070631724124,1.0,2.056891716268522e-29,2.0537619051702628e-29,0.9984783782862731,0.0015227805557420798,-3.1633221834060576e-34,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|cb947f8167c6ce3da1c26b48289f11fe77c609125572b2e2f489d9b4dbf77d91,0.004449184652120979,5.930122032803256e-05,0.013328559042781685,0.020526400738631705,0.020526400738631705,1.0,0.21675425267067852,0.0028890218544951585,0.013328559042781686,4.317846249450696,-0.004389883431792947,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|cd1482e6386aeab5f67532ea00a4d133dd0798283239fa2bc60b1a36d8fd8390,0.0,0.0,,0.009083825665077691,0.009083825665077691,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d1321924d243ef663d38f2119b3da3e0b77ff9249352efe1c25dfa4971fbd453,0.0,0.0,,0.0076080037768191545,0.0076080037768191545,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d2f9d8c8f5f3c69790790651faeb1c1f59b6b387e4ede38adea5936b94855ff9,7.590447884546056e-12,1.1570138859998364e-14,0.0015243025228530783,0.01055924050917476,0.01055924050917476,1.0,7.188441136415856e-10,1.0957358959619538e-12,0.0015243025228530783,6.486218335608247,-7.578877745686057e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d3329a31885ae9100b3a5071d3f6de7c5b314524ba319156e3df439e55667dd5,0.0,0.0,,0.006865086701589087,0.006865086701589087,1.0,0.0,0.0,,,0.0,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d65de8a657545ef8339cfa29e05ce27d63f8ec5e02ee50514a615a33f5595da9,7.312387801562281e-12,2.1611288278761875e-15,0.0002955435196440847,0.007555709578433136,0.007555709578433136,1.0,9.677963036634723e-10,2.8602592588323797e-13,0.0002955435196440847,8.126694457362689,-7.310226672734405e-12,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d6ecf8cd80acb9db6acee967c0d1a3a8ca941d75fcf9e621c7ea05d79a191767,0.0015979083488941257,1.891158290381752e-05,0.011835211272852898,0.009009131271042942,0.009009131271042942,1.0,0.17736541968592537,0.0020991572144811494,0.011835211272852898,4.436676184645919,-0.0015789967659903081,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d7d10f9b5293a22777f94b958cdb7280c40216c21a2b9b4a49451c1385cf26d9,0.006565965793237453,0.0002002659046073883,0.030500601269298426,0.04522366329702718,0.04522366329702718,1.0,0.14518872012009415,0.004428343261182757,0.030500601269298423,3.490008881815595,-0.006365699888630065,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d8cd77f2aea85a93297ba4755747ee15653349aca322bca77ce1738389444994,9.495782173338464e-06,0.0,0.0,0.008931126908334013,0.008931126908334013,1.0,0.001063223294305397,0.0,0.0,,-9.495782173338464e-06,0.0,NOT_EVALUABLE_RATIO,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|d9b0e4ca0c6e9f306f81bad07b5f31753c1237e04a6a51d708212ab05edea52f,0.0068498091888503174,7.005984823463141e-05,0.01022799997825784,0.048268334387293846,0.048268334387293846,1.0,0.14191103289144075,0.0014514660413282037,0.01022799997825784,4.582626223678946,-0.006779749340615686,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|dca2b57202d33de06ea638a8ecbab23d1b960b5ed15b6841dcbc75b212cc8712,6.783991983740016e-16,4.5465736552077846e-15,6.701914840266745,0.004659462543592626,0.004659462543592626,1.0,1.455960192891538e-13,9.75772122357743e-13,6.7019148402667446,1.9023932826194598,3.868174456833783e-15,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
density_rate,LINEAGE,HMSO01R_A|FIELD_LINEAGE|e0695af14e7ff6ed68d0eaa0320bde868bdf2eddcd09aade2748baa3ab9013d9,0.003806276443150942,0.00019309758842987973,0.050731362084154914,0.01885707349872469,0.01885707349872469,1.0,0.20184873561681574,0.010240061292805535,0.050731362084154914,2.981210978086182,-0.0036131788547210625,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
