evidence_class,record_type,arm,candidate_id,scope_type,scope_id,all_finite,diagnostic_only,distance_concentration_index,distance_concentration_index_definition,duplicate_coordinate_domination_fraction,effective_geometry_dimension,exact_coordinate_duplicate_burden,exact_coordinate_duplicate_member_count,exact_duplicate_k10_edge_count,exact_duplicate_nearest_query_count,formal_metric_modified,group_contribution_semantics,group_id,hubness_occurrence_skew,k,k10_distance_coefficient_of_variation,k10_mean_distance_median,k10_mean_distance_p10,k10_mean_distance_p90,k10_to_median_ratio,k10_to_random_median_ratio,k1_distance_median,k1_distance_p10,k1_distance_p90,mean_additive_group_distance_share,near_duplicate_k10_edge_count,nearest_to_median_ratio,nearest_to_random_median_ratio,neighbor_occurrence_gini,neighbour_occurrence_gini,neighbour_occurrence_maximum,query_count,random_distance_median,random_distance_p10,random_distance_p90,semantic_group_domination,zero_occurrence_fraction
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_GEOMETRY_SUMMARY,MS,U0,FAMILY,F3,True,True,621.0603853721917,(MATCHED_RANDOM_P90-P10)/MATCHED_RANDOM_MEDIAN; LOWER_MEANS_MORE_CONCENTRATED,0.003515625,1.0492865952082189,34,68,432,432,False,,,2.819263860557518,10,0.5763750249168851,36988372221.14662,77.59306855016705,25073216416764.676,0.0028795688813065823,0.0028795688813065823,1214959875.9308662,0.9911979845873564,2934359950990.0625,,17290,0.00012039378545543569,0.00012039378545543569,0.7708302537600199,0.7708302537600199,54,12288,15980404284815.883,292295367012.9107,9925088338898188.0,0.7584033519040609,0.66107177734375
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_GEOMETRY_SUMMARY,MS,U0,FAMILY,F4,True,True,141.34454170210702,(MATCHED_RANDOM_P90-P10)/MATCHED_RANDOM_MEDIAN; LOWER_MEANS_MORE_CONCENTRATED,0.0008951822916666666,1.0492865952082189,59,113,110,109,False,,,4.778363185282327,10,0.1759607054839945,7667258407654.736,4304647057.013481,661004069439016.4,0.06125693179432283,0.06125693179432283,4993972170799.238,1222.7011057098998,406110121705107.7,,5074,0.037539163328612804,0.037539163328612804,0.8230732245577707,0.8230732245577707,91,12288,101990204486802.81,5644158495660.916,1.4421402869786982e+16,0.6863921846703755,0.64251708984375
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,OVERALL,ALL,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9979695638020832,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FOLD,FOLD_0,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9982580236486487,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FOLD,FOLD_1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9985156250000001,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FOLD,FOLD_2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.998664314516129,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FOLD,FOLD_3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9973252118644068,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FOLD,FOLD_4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9971133474576271,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FOLD,FOLD_5,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9977343750000001,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FAMILY,F1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9965738932291667,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FAMILY,F2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,1.0,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FAMILY,F3,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9963948567708334,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,SS,U0,FAMILY,F4,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.9989095052083333,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,OVERALL,ALL,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.46614745566464366,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,OVERALL,ALL,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.14097954504937546,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,OVERALL,ALL,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.12285276868994137,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,OVERALL,ALL,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.2664759107841202,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,OVERALL,ALL,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.0016522299681693755,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_0,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.509448522642133,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_0,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.12259926427285912,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_0,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.0888789259460536,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_0,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.27714934707256234,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_0,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.00020307857990544957,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.579640029963774,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.08032079682942284,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.21023553737603717,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.1260860923893625,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_1,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G4,,,,,,,,,,,,0.002277811298546376,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G0,,,,,,,,,,,,0.4200447137812652,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G1,,,,,,,,,,,,0.16043349387203684,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G2,,,,,,,,,,,,0.12049773307904685,,,,,,,,,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,FORMAL_U0_SEMANTIC_GROUP_DISTANCE_CONTRIBUTION,MS,U0,FOLD,FOLD_2,,True,,,,,,,,,False,TRANSFORM_GROUP_SEPARATELY; CROSS_TERMS_EXCLUDED,G3,,,,,,,,,,,,0.2971313197740457,,,,,,,,,,,,
