geometry,selected_candidate_id,component,scope,scope_id,descriptor_distance_target_disagreement_spearman,spearman_status,k10_wn,matched_random_wb,candidate_c_d,cvar,within_neighbour_target_dispersion,near_collision_rate,status,comparison_to_u0,evidence_class
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_0,0.40512942686971853,EVALUABLE,0.00014001230494657828,0.0002076297212675989,0.6743365260608647,0.13756608388215946,1.54711009203909e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_1,0.3542233627596646,EVALUABLE,0.00014904640041302417,0.0003581882745091188,0.4161118914830076,0.1873791019463525,2.1627739143812025e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_1,0.05529938136314662,EVALUABLE,8.177990159279125e-05,0.00015428313024573798,0.5300637954553712,0.3158419766547966,3.645522798861336e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_1,-0.4686329478104512,EVALUABLE,6.060702288310764e-05,0.00015528422425173575,0.3902973606955452,0.22510342482853066,2.5981969718074686e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_1,0.37835149521064887,EVALUABLE,7.922280875365058e-05,0.00011290652793037833,0.7016672127452349,0.6853052672495005,7.909955485962397e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_2,0.43191372946365403,EVALUABLE,0.00017902271124351358,0.00017327477002855452,1.0331724071196968,1.0852628286465564,0.00012696977874209855,0.022786458333333332,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_2,0.23821979306649818,EVALUABLE,0.0001648665331142542,0.00014524665680506566,1.135079710203039,0.44556265830212566,5.212837908667245e-05,0.0003255208333333333,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_2,0.40358725123688527,EVALUABLE,0.00014349257060957508,0.00025497061249314613,0.5627808209208122,0.2995101913597994,3.5041044182249756e-05,0.00027573529411764705,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_2,0.23384034241483886,EVALUABLE,0.00010167843009390548,0.00012647591012805492,0.8039351524804812,0.7380220300074328,8.634451617006046e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_3,0.5232083880213668,EVALUABLE,0.0007461000720972276,0.0007846071197426291,0.950921873283494,0.48787888584345185,3.561091039219653e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_3,0.22622411612673346,EVALUABLE,0.00019068285100015702,0.00014767650858741409,1.2912199294533444,1.0389157455821612,7.583180292175979e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_3,0.1193187112736005,EVALUABLE,0.00023646017723814947,0.0002610021560057052,0.9059702067479501,0.45578340877315465,3.326822004196912e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_3,0.20733197531028288,EVALUABLE,0.0008186643846869703,0.00039304773200182384,2.0828625076080365,2.998370915458757,0.00021885496808982918,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_4,0.4669074488295465,EVALUABLE,8.327818987776577e-05,0.0003767837224199726,0.22102385247137032,0.2068522977214533,2.1381561003768977e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_4,0.013304166722385396,EVALUABLE,0.0001068454369234099,0.0001708883396711287,0.6252353854512945,0.2639261719270913,2.728107740504471e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_4,-0.13635819872430613,EVALUABLE,3.960474577082742e-05,0.00013336990512279485,0.2969541421984441,0.227065776488553,2.3470953938331028e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_4,0.298911473115851,EVALUABLE,0.00017357735868360797,0.0002387376344253074,0.7270632428835355,0.2433510640857607,2.5154304203516435e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F1|FOLD_5,0.5992507172329783,EVALUABLE,4.333397321473517e-05,0.0001407193215262488,0.30794614943230775,0.19173571704812434,2.338045917774909e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F2|FOLD_5,0.0459402954936821,EVALUABLE,0.00010507428620744998,0.00016857888875047023,0.6232944527412356,0.36813212006630985,4.48904259349251e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F3|FOLD_5,-0.1474768071986474,EVALUABLE,6.73909697782224e-05,0.00017434873015540457,0.3865297425347114,0.24012585183489882,2.9281204163640204e-05,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
U0_MS,U0,viscosity_laplacian_acceleration,FAMILY_FOLD,F4|FOLD_5,0.15450221638268305,EVALUABLE,1.374102114206846e-06,0.00011811528805676459,0.011633566973535818,0.010954474785605559,1.3358004157057916e-06,0.0,EVALUABLE,REFERENCE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
D1_SELECTED,,ALL,OVERALL,ALL,,,,,,,,,NOT_APPLICABLE_NO_TARGET_BLIND_CANDIDATE_ESTABLISHED,,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
