evidence_class,record_type,arm,candidate_id,scope_type,scope_id,all_three_stratum_criteria_pass,composite_rank_sum,concentration_pass,concentration_relative_tolerance,deterministic_tie_order,diagnostic_only,family_concentration_pass_count,family_group_domination_pass_count,family_hubness_pass_count,family_transform_stability_median,fold_concentration_pass_count,fold_family_transport_coefficient_of_variation,fold_group_domination_pass_count,fold_hubness_pass_count,fold_transform_stability_median,group_domination_absolute_tolerance,hubness_absolute_tolerance,hubness_pass,improvement_criterion_count,k10_to_random_median_ratio,median_fold_k10_to_random_median_ratio,median_fold_neighbour_occurrence_gini,median_fold_semantic_group_domination,minimum_family_replication,minimum_fold_replication,minimum_strict_improvement_criteria,minimum_transform_similarity,nearest_to_random_median_ratio,neighbour_occurrence_gini,rank__fold_family_transport_coefficient_of_variation,rank__median_fold_k10_to_random_median_ratio,rank__median_fold_neighbour_occurrence_gini,rank__median_fold_semantic_group_domination,replication_and_stability_gates_pass,selected,selection_eligible,selection_status,semantic_group_domination,semantic_group_domination_pass,strict_improvement_tolerance,target_used_for_selection,u0_k10_to_random_median_ratio,u0_nearest_to_random_median_ratio,u0_neighbour_occurrence_gini,u0_semantic_group_domination
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FOLD,FOLD_3,False,,False,,,True,,,,,,,,,,,,True,,0.01677233152026244,,,,,,,,0.00397009768055772,0.8496606438946382,,,,,,,,,0.4779531216297922,True,,False,0.012155544856392772,0.0028439981875637045,0.8574053491943041,0.6307106077729072
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FOLD,FOLD_4,False,,False,,,True,,,,,,,,,,,,True,,0.011607745473007615,,,,,,,,0.003853378342451843,0.8437138321738511,,,,,,,,,0.5512249447876887,True,,False,0.0059531401523184,0.0015607312402544015,0.8487034948714554,0.6516513061763634
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FOLD,FOLD_5,False,,False,,,True,,,,,,,,,,,,False,,0.007395382203690624,,,,,,,,0.001893903808522011,0.8230234329788774,,,,,,,,,0.7067131454378326,True,,False,0.0042028823069334715,0.0008136450762739072,0.8111455325530881,0.84247174595984
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FAMILY,F1,False,,False,,,True,,,,,,,,,,,,False,,0.0010631789331573072,,,,,,,,2.7458666408021576e-09,0.8278963966502084,,,,,,,,,0.5614375143680925,True,,False,0.0004924983769687654,3.8084129766044423e-10,0.8178902768426471,0.6587876529839537
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FAMILY,F2,False,,False,,,True,,,,,,,,,,,,False,,0.010503064365358736,,,,,,,,0.005788066733088298,0.7435298565361235,,,,,,,,,0.5789273153870542,True,,False,0.005903130714388163,0.0029696349147871667,0.7242338531547122,0.6566844886546161
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FAMILY,F3,False,,False,,,True,,,,,,,,,,,,True,,0.005057749606077618,,,,,,,,0.000413622751816376,0.7774893164634704,,,,,,,,,0.7146284524109754,True,,False,0.0028795688813065823,0.00012039378545543569,0.7708302537600199,0.7584033519040609
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_STRATUM,MS,U3,FAMILY,F4,False,,False,,,True,,,,,,,,,,,,True,,0.20147890776785354,,,,,,,,0.13592890351320552,0.8175709284014172,,,,,,,,,0.59358654153792,True,,False,0.06125693179432283,0.037539163328612804,0.8230732245577707,0.6863921846703755
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_SUMMARY,MS,U0,D1_SELECTION,ALL_FOLDS_AND_FAMILIES,,,,0.01,U1<U2<U3,True,4,4,4,1.0,6,0.9273325895478242,6,6,1.0,0.01,0.01,,0,,0.009964263278352299,0.8067688064780083,0.6673515158628196,3/4,5/6,2/3,0.75,,,,,,,True,False,False,ROUTE_A_TARGET_BLIND_GEOMETRY_CANDIDATE_NOT_ESTABLISHED,,,1e-12,False,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_SUMMARY,MS,U1,D1_SELECTION,ALL_FOLDS_AND_FAMILIES,,,,0.01,U1<U2<U3,True,3,0,0,0.9999997821642139,5,1.8633069273416694,3,3,0.9996289091844024,0.01,0.01,,1,,0.00014130944678681056,0.8211316063724791,0.6991061660865088,3/4,5/6,2/3,0.75,,,,,,,False,False,False,ROUTE_A_TARGET_BLIND_GEOMETRY_CANDIDATE_NOT_ESTABLISHED,,,1e-12,False,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_SUMMARY,MS,U2,D1_SELECTION,ALL_FOLDS_AND_FAMILIES,,,,0.01,U1<U2<U3,True,4,0,4,0.9994512052564783,5,1.3997914314481257,0,6,0.4942210863728243,0.01,0.01,,2,,0.0019357185528311965,0.7983162907696826,0.8191635702514353,3/4,5/6,2/3,0.75,,,,,,,False,False,False,ROUTE_A_TARGET_BLIND_GEOMETRY_CANDIDATE_NOT_ESTABLISHED,,,1e-12,False,,,,
EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,TARGET_BLIND_SELECTION_SUMMARY,MS,U3,D1_SELECTION,ALL_FOLDS_AND_FAMILIES,,,,0.01,U1<U2<U3,True,0,4,2,0.9976488739246624,0,0.9794291384228487,6,5,0.9853079525778902,0.01,0.01,,1,,0.012161419668015804,0.8150024685320802,0.5894382634452988,3/4,5/6,2/3,0.75,,,,,,,False,False,False,ROUTE_A_TARGET_BLIND_GEOMETRY_CANDIDATE_NOT_ESTABLISHED,,,1e-12,False,,,,
