design_only_label,stratum,arm,component,case_count,candidate_c_wn,candidate_c_wb,candidate_c_d,cvar,near_collision_rate,model_input_authorized,status,oracle_residual_rms,oracle_status,evidence_class
fold,"""FOLD_4""",MS,viscosity_laplacian_acceleration,59,9.372127818938794e-05,0.00023374964585940147,0.4009472521116055,0.23427910869159838,0.0,False,EVALUABLE,0.004535498375554722,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
fold,"""FOLD_5""",SS,density_rate,60,0.0027155867665905106,0.01035944186769699,0.26213639704454594,0.1945424974657194,0.0,False,EVALUABLE,0.027253963373802398,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
fold,"""FOLD_5""",SS,pressure_gradient_acceleration,60,0.7836985762887725,1.9075775978032175,0.4108344411211824,0.30323635265539567,0.00083984375,False,EVALUABLE,0.5780976967122613,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
fold,"""FOLD_5""",SS,viscosity_laplacian_acceleration,60,5.9120967688379944e-05,0.00015147093845338102,0.39031228229021575,0.2844829431615154,1.953125e-05,False,EVALUABLE,0.0025846050441024945,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
fold,"""FOLD_5""",MS,density_rate,60,6.289020300544686e-06,0.01035944186769699,0.0006070809973030719,0.0004844341719975446,0.0,False,EVALUABLE,0.0013215830761461505,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
fold,"""FOLD_5""",MS,pressure_gradient_acceleration,60,1.0730256043763249,1.9075775978032175,0.5625069227128848,0.5127458946040239,0.004596354166666667,False,EVALUABLE,0.27193590013047825,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
fold,"""FOLD_5""",MS,viscosity_laplacian_acceleration,60,5.7127581024285146e-05,0.00015147093845338102,0.3771520900814092,0.20945436542911802,0.0,False,EVALUABLE,0.0014644836805156017,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e""",SS,density_rate,1,0.003310870563818234,0.011365519388133714,0.2913083380311666,0.4022826338768547,0.0,False,EVALUABLE,0.03966630182286748,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e""",SS,pressure_gradient_acceleration,1,0.0,0.53177825995291,0.0,0.0,0.0,False,EVALUABLE,0.0011537739328110234,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e""",SS,viscosity_laplacian_acceleration,1,0.0001499090357503854,0.00016597348716258645,0.9032107375290341,0.7296693948792687,0.0,False,EVALUABLE,0.0029527455606775006,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e""",MS,density_rate,1,0.00012796941749886325,0.011365519388133714,0.011259442980887527,0.012790081911415715,0.0,False,EVALUABLE,0.0026452395576100547,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e""",MS,pressure_gradient_acceleration,1,0.0,0.53177825995291,0.0,0.0,0.0,False,EVALUABLE,0.0009403900753621564,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|008a4638c8cb2247bc6cd62f75f3daa09b2e49ba7d73812777f0a31f466efb5e""",MS,viscosity_laplacian_acceleration,1,0.00015436268168196555,0.00016597348716258645,0.9300442156207333,0.7535604186430185,0.0,False,EVALUABLE,0.0003038282221890035,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad""",SS,density_rate,2,0.0,0.009178480594627714,0.0,0.0,0.0,False,EVALUABLE,0.0006026946524992356,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad""",SS,pressure_gradient_acceleration,2,0.6677322793367562,2.588712832644053,0.25793988074557866,0.2780205208962392,0.0,False,EVALUABLE,0.6337742210440441,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad""",SS,viscosity_laplacian_acceleration,2,0.0,0.0001081519523076594,0.0,0.0,0.0,False,EVALUABLE,5.233156571930057e-05,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad""",MS,density_rate,2,0.0,0.009178480594627714,0.0,0.0,0.0,False,EVALUABLE,0.0,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
field_lineage_id,"""HMSO01R_A|FIELD_LINEAGE|0183a54dead296f9ee3dee43dc4041188299c7e551f4c9c6bfbe94dc055e54ad""",MS,pressure_gradient_acceleration,2,0.6677322793367562,2.588712832644053,0.25793988074557866,0.2780205208962392,0.0,False,EVALUABLE,0.31722696882426904,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY
