proxy_id,component,diagnostic,scope,scope_id,spearman,status,evidence_class,scalar_baseline_residual_magnitude_rmse,scalar_plus_proxy_residual_magnitude_rmse,rmse_ratio,improved,numerical_failure,median_rmse_ratio,improved_fold_count,evaluable_fold_count
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_0,,NOT_EVALUABLE_FROZEN_RIDGE_NUMERICAL_FAILURE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,False,LinAlgError:Singular matrix,,,
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_1,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,0.6965996878371917,0.6966001250425428,1.0000006276278308,False,,,,
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_2,,NOT_EVALUABLE_FROZEN_RIDGE_NUMERICAL_FAILURE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,False,LinAlgError:Singular matrix,,,
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_3,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,63.21526088505797,86.93333909167808,1.3751954492404268,False,,,,
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_4,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,212.73684745263765,1015.4460313781527,4.773249409010938,False,,,,
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_5,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,16162.96781152285,331468531154.94696,20507900.221061967,False,,,,
P4_TRACE_SUPPORT_COV,pressure_gradient_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,OVERALL,ALL,,NOT_EVALUABLE_INCOMPLETE_FROZEN_RIDGE_FOLDS,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,3.0742224291256823,0,4
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,OVERALL,ALL,-0.07572985634139823,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FOLD,FOLD_0,-0.01671944436407671,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FOLD,FOLD_1,-0.23034864716296471,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FOLD,FOLD_2,-0.04023174830823211,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FOLD,FOLD_3,-0.28883195571930975,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FOLD,FOLD_4,0.022228575555970537,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FOLD,FOLD_5,-0.14935974415934605,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FAMILY,F1,-0.17315094463419525,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FAMILY,F2,-0.15816787906835364,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FAMILY,F3,-0.06337377277196567,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,PROXY_MAGNITUDE_VS_FROZEN_ORACLE_RESIDUAL,FAMILY,F4,0.12232292169065344,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_0,,NOT_EVALUABLE_FROZEN_RIDGE_NUMERICAL_FAILURE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,False,LinAlgError:Singular matrix,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_1,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,0.0019770172837202515,0.001977023546305709,1.000003167693833,False,,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_2,,NOT_EVALUABLE_FROZEN_RIDGE_NUMERICAL_FAILURE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,,,,False,LinAlgError:Singular matrix,,,
P4_TRACE_SUPPORT_COV,viscosity_laplacian_acceleration,FROZEN_ALPHA1_RIDGE_RESIDUAL_INCREMENT,FOLD,FOLD_3,,EVALUABLE,EXPLORATORY_CONSUMED_DIAGNOSTIC_ONLY,0.40294378950547594,0.8827943990208998,2.1908624031762196,False,,,,
