arm,feature_index,feature_name,feature_dimension,finite_count,nonfinite_count,exact_constant,exact_duplicate_of,pairwise_exact_linear_dependency_of,linear_dependency_scalar_diagnostic,minimum,maximum,absolute_maximum,train_fold_iqr_degeneracy_count,column_sha256
MS,87,obs__S_0p75_1p25__viscosity_acceleration_x,110,221184,0,False,,,,-0.2678428301747281,0.26940609882288474,0.26940609882288474,3,688ea9d4750b52b4088a9f13a82eb706d48097a27b93bd2a6d0de2f1d1649c46
MS,88,obs__S_0p75_1p25__viscosity_acceleration_y,110,221184,0,False,,,,-0.20008882329860614,0.23071611455600194,0.23071611455600194,2,3c80a505535e44e594264ff2b1937c8a209cb9a597b39a5d117209124e2381e0
MS,89,obs__S_1p00_1p50__density_rate,110,221184,0,False,obs__G_1p50__density_rate,,1.0,-2.4210832595838587,2.4210832595838556,2.4210832595838587,0,1bb96f43d1ddad2b67e849047009d29363f661b1dc67f19c2183abe510d8ed04
MS,90,obs__S_1p00_1p50__pressure_acceleration_x,110,221184,0,False,obs__G_1p50__pressure_acceleration_x,,1.0,-24.50043119778645,26.12663942302569,26.12663942302569,6,a0cc2d16cd734f63876cce910e1675c277770a89cc921eda7655cee02c61afe5
MS,91,obs__S_1p00_1p50__pressure_acceleration_y,110,221184,0,False,obs__G_1p50__pressure_acceleration_y,,1.0,-23.870395546163405,17.952597129706316,23.870395546163405,6,e56d0a3446b20b79dd69bc4aac478939a91dbe356d40090b7d409b20874a3cf4
MS,92,obs__S_1p00_1p50__viscosity_acceleration_x,110,221184,0,False,obs__G_1p50__viscosity_acceleration_x,,1.0,-0.2841740938269156,0.2841740938269155,0.2841740938269156,3,9580cf372ce65bc58ebf78b0e0e6d8db09025bb3832219c4a165a095500b8b5b
MS,93,obs__S_1p00_1p50__viscosity_acceleration_y,110,221184,0,False,obs__G_1p50__viscosity_acceleration_y,,1.0,-0.20839853249887122,0.20839853249887122,0.20839853249887122,2,721f56b715b32b8ce5f0c50e42fa72a37dbac51c8c44a51b6e54828f3d20fd81
MS,94,obs__C_0p75_1p00_1p25__density_rate,110,221184,0,False,,,,-3.548035726206188,3.5480357262061823,3.548035726206188,0,f788a83cf250eb63bc3d03668daab3b17672c21d3ffea0b4a33c04d945d4c5fd
MS,95,obs__C_0p75_1p00_1p25__pressure_acceleration_x,110,221184,0,False,,,,-149.67954993602223,126.90642797922968,149.67954993602223,6,cc7c15591e633d22f44d66a5aeee4c9177fa53f144e4b00e21d0587164154bcb
MS,96,obs__C_0p75_1p00_1p25__pressure_acceleration_y,110,221184,0,False,,,,-133.4258950123112,133.21741374711362,133.4258950123112,6,9bb9635259c8c8ff610e3ee0b7aa2b8beddabc0fd94120c5fde0d2a09ed9bc41
MS,97,obs__C_0p75_1p00_1p25__viscosity_acceleration_x,110,221184,0,False,,,,-0.8866766950211801,0.8741838655616472,0.8866766950211801,3,b1efbda4ed7aec5e6a2b49747034fff9b703d457c59411c9a130f823353a3668
MS,98,obs__C_0p75_1p00_1p25__viscosity_acceleration_y,110,221184,0,False,,,,-0.6349186211171326,0.6101086818298131,0.6349186211171326,2,b3065d18f2c0b3fda16db8926a4fe5dc2543cc981a5cc8c5dacd37aa2a85abaa
MS,99,obs__C_1p00_1p25_1p50__density_rate,110,221184,0,False,,,,-2.649677537086772,2.649677537086773,2.649677537086773,0,b3d896dff49853da833acb7522a6a78df2aadb02910f0b35976e6bf85696ccdd
MS,100,obs__C_1p00_1p25_1p50__pressure_acceleration_x,110,221184,0,False,,,,-80.92332335915492,77.35111681647803,80.92332335915492,6,ff18fadc594104d78070fa676b2598f05eb554f42db48dc69dcaa12b8055cce7
MS,101,obs__C_1p00_1p25_1p50__pressure_acceleration_y,110,221184,0,False,,,,-84.57472214315472,87.96644165135149,87.96644165135149,6,aec79f182982ffc5e5dd0765a3cd384605a89c6a20a9598f0eb6f3caca93324e
MS,102,obs__C_1p00_1p25_1p50__viscosity_acceleration_x,110,221184,0,False,,,,-0.49295541661466624,0.4319354218888616,0.49295541661466624,3,6c15a3f2b77976b2c343c8e6a60825d544c1372e6aceb69289067b3b564575f3
MS,103,obs__C_1p00_1p25_1p50__viscosity_acceleration_y,110,221184,0,False,,,,-0.43253818187949267,0.38609905313025067,0.43253818187949267,2,4f8e7fbb9a79956497d6a332b6acbd4313449580ef5bec479bbdc35ddf52a007
MS,104,obs__topology_nonself_neighbor_count_0p75,110,221184,0,False,,,,13.0,44.0,44.0,0,5c6c128d869e3ccc927044847bbe978e4fb19b8060ab7e701915fdaf95702165
MS,105,obs__topology_neighbor_count_delta_vs_base_0p75,110,221184,0,False,,,,-37.0,-5.0,37.0,0,02a85ca404f281c1fbc4370098c37be8ea2a4ac0313b6f0b47a7c472aa90c522
MS,106,obs__topology_nonself_neighbor_count_1p25,110,221184,0,False,,,,41.0,125.0,125.0,0,c8a4df1fcb9b7e652330b8c4cf50c863ca9daaa4492d5a43e4c0c3096a41d3b2
MS,107,obs__topology_neighbor_count_delta_vs_base_1p25,110,221184,0,False,,,,14.0,52.0,52.0,0,db789dfb096b0da9b0c32ff808043bd61a30b9e60d29118b845e269fa0a94c14
MS,108,obs__topology_nonself_neighbor_count_1p50,110,221184,0,False,,,,61.0,179.0,179.0,0,4d36c756a842527ec3431848cd68dc9099c02fd9d3e02ace022d37817b94f0c6
MS,109,obs__topology_neighbor_count_delta_vs_base_1p50,110,221184,0,False,,,,34.0,107.0,107.0,0,2d3e5a24474e0acae0efb5d42337cc7d722ae7472e23c5ceb888e7ec4df05059
