arm,component,formal_case_index,case_id,particle_id,sample_global_index,sample_rank_within_case,field_lineage_id,fold,family,matched_random_denominator,matched_random_denominator_exact_zero,descriptor_nn_numerator,descriptor_nn_numerator_status,classification_A_zero_over_zero,classification_B_positive_over_zero,classification_C_query_serialized_exact_zero,classification_C_query_raw_exact_zero,classification_D_random_targets_numeric_exact_identical,random_targets_uint64_bitwise_identical,classification_E_serialization_caused_zero,classification_F_raw_float64_denominator_exact_zero,nonidentical_but_squared_underflow_to_zero,raw_store_target_bitwise_identity,matched_random_sample_global_indices,matched_random_identity_sha256,evidence_class
MS,pressure_gradient_acceleration,101,MSO02A|PRIMARY|F2|c65ac2c8a1ac9a4215aed727932730ea3949e884466c9efd58935794fc230b2d,340,12993,65,MSO02A|FIELD_LINEAGE|289c08435e630594dbdcf8320ef45a7f1c10f9f36c17ee8593a04709e590986c,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,17105|30512|10702|18051|9930|6549|9015|47976|45631|22980,42dffb7de4a1b1b9eaaa1bf660fc7f30706345cbb194fb22fda877b98f294903,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,101,MSO02A|PRIMARY|F2|c65ac2c8a1ac9a4215aed727932730ea3949e884466c9efd58935794fc230b2d,416,13050,122,MSO02A|FIELD_LINEAGE|289c08435e630594dbdcf8320ef45a7f1c10f9f36c17ee8593a04709e590986c,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,24054|34379|33483|5480|22797|426|29942|15913|33459|41095,0a434a4c5966b9949078bfc03b2b6fd2f1053af47a6bd10a6521f839f0915e1d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,104,MSO02A|PRIMARY|F2|f3e5062d738d5d466bb4a6b3f9b11603c5b92d3d2b7fa623e07fc6de1c26fa3b,365,13423,111,MSO02A|FIELD_LINEAGE|4713f6234ec42318809cfc211ba32e7b0d49e11cd083f7311eb1370274b9a160,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,5397|26806|44644|5253|30406|48610|34552|6328|38253|9979,f8ff8c4a5015f11afbaf4c28250b374d97bec11040dc309115962fe58ea58d37,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,104,MSO02A|PRIMARY|F2|f3e5062d738d5d466bb4a6b3f9b11603c5b92d3d2b7fa623e07fc6de1c26fa3b,374,13380,68,MSO02A|FIELD_LINEAGE|4713f6234ec42318809cfc211ba32e7b0d49e11cd083f7311eb1370274b9a160,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,48023|361|3704|8461|34329|2896|32804|11323|46899|21901,5f9bfd3cb0c85e7beb0ccc8fa3f560b652c2fd374fbac2a050cd47a691ff1564,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,104,MSO02A|PRIMARY|F2|f3e5062d738d5d466bb4a6b3f9b11603c5b92d3d2b7fa623e07fc6de1c26fa3b,529,13360,48,MSO02A|FIELD_LINEAGE|4713f6234ec42318809cfc211ba32e7b0d49e11cd083f7311eb1370274b9a160,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,2924|26233|37239|48946|30646|14201|36217|11339|20664|21473,0588b3f8af2dae5ee3c550a8f1ebbc2348d1e68d897860bbbb7262180038f4e2,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,112,MSO02A|PRIMARY|F2|117d2eef5039463dc5cabd9160b7fe5a5f4b9b56e3f170c2ea9bf79126435e68,432,14403,67,MSO02A|FIELD_LINEAGE|3a04653136addf44b83eb19bbae10b83d0bf55df346dee1ddd1f83f6046a20ec,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,28103|20190|47055|37224|23121|31087|2700|19771|42189|24080,647c46d629db721d1407fad4f22ac9c1e24e7cbcef5b7230923381c1f3a74f53,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,116,MSO02A|PRIMARY|F2|61630fd0ed03644305ee5bc91058073d086bcabc4b66ff3674c4610afb84fce9,336,14933,85,MSO02A|FIELD_LINEAGE|8160f383e8c444cb83a23e972df23a42ef573947bfd88e1ef09c924453a54b74,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,47560|12290|43972|24848|6156|19791|15021|5189|45643|19276,dab55ae2487e40dd5803a23ab3bef9429e76d409a3f138b44b42238a5d5afe6d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,116,MSO02A|PRIMARY|F2|61630fd0ed03644305ee5bc91058073d086bcabc4b66ff3674c4610afb84fce9,528,14943,95,MSO02A|FIELD_LINEAGE|8160f383e8c444cb83a23e972df23a42ef573947bfd88e1ef09c924453a54b74,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,9110|18685|46815|26213|2573|1537|9456|25800|39891|6327,f1562228e33688ab6b79942998900a031856d7d89c3d9423f41b01d2077735b1,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,117,MSO02A|PRIMARY|F2|9568147e1359a849299aa66092247ee1f1d71ea94530c3551ac6a3ccae98a9f6,116,15051,75,MSO02A|FIELD_LINEAGE|e940bc79385d10f3134327cc6ec0a4b160d3faef1ad5a899817dc525d1f158d7,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,47037|37165|35111|41218|23592|33457|41101|3708|47166|44086,1357cb2c9fc16e9ed17f5c1c8d7ace23662034b300b152d9616511f96a7d7f65,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,117,MSO02A|PRIMARY|F2|9568147e1359a849299aa66092247ee1f1d71ea94530c3551ac6a3ccae98a9f6,330,14996,20,MSO02A|FIELD_LINEAGE|e940bc79385d10f3134327cc6ec0a4b160d3faef1ad5a899817dc525d1f158d7,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,44929|42213|27365|12028|37938|20175|33423|4071|43943|31182,32216b1d517f123885465ede5edc99c85c5bd54bae6d05487dbfd09b40180799,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,118,MSO02A|PRIMARY|F2|0727b97861737a963f49e6ca50934feb905d0f5b3c7a4847d5a281f82647b979,68,15202,98,MSO02A|FIELD_LINEAGE|5c254c53bfb8a2acc2b83dc93661e5c0fe4ffd63636b92313f7bd2735db749d9,FOLD_4,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,8466|18663|639|22062|7559|24887|16891|24779|44239|12683,90299693e3ed7b9626e2405b93460f0f2cffde664b44a1548ca96c4e8b2421aa,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,123,MSO02A|PRIMARY|F2|4a24ff2d92fb3dd1383ded4ea336224f24f35b357fee7d32484e3a804d4a9dae,558,15827,83,MSO02A|FIELD_LINEAGE|6e03512d0f21113cf3f110e479ebe32194b2b675241b304dd00f64c9bd89aaaf,FOLD_5,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,46147|39546|13436|28475|12339|34248|37031|36672|13967|30993,d983a1ca14e9a1d68f9eca82f3522d0df10475cc0f6df03ed1012b6a0d8f8131,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,125,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,208,16090,90,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,33157|32599|10865|5613|32147|22100|23241|11383|15213|15903,9ea37080930988df1aaf55d3c0fac8a6c9785ab86b08de3dfc8312fa1121dbae,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,125,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,314,16125,125,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,8981|22814|8738|8224|46208|41184|26760|16299|41090|34060,3f2812819f6e9331ec8f412474163117834b9e58473d1e1bacf0a15520e1d0bc,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,69,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,FOLD_4,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,13215|14047|41739|22187|41101|48990|44190|30354|31050|15364,a892bf9910ad3762cd9d99451180b674cfe485b32559ef55830aabecbc36a6e4,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,3,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,FOLD_4,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,6958|28447|20570|24222|22763|19682|20607|17102|36679|41079,31b8f5e7310a28f62238d7893407ebd5325f839966699b0efcfaf02a3bbe521b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,137,MSO02A|PRIMARY|F2|b0ec4e184b53cc6ec0912108c3f7587ba6793e6668ae2aeda1063656a3220510,121,17631,95,MSO02A|FIELD_LINEAGE|61dabd2ad5e67008e50dfbf5820c1e938b7d567fd0ec80d9dd7f64ed0cb2d57c,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,35124|11958|26701|24057|7367|883|15475|26409|12784|46885,8caa847d1fb3c285fc071f5ddb766e634a998ce62d6379a4a02622b0f5127f44,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,137,MSO02A|PRIMARY|F2|b0ec4e184b53cc6ec0912108c3f7587ba6793e6668ae2aeda1063656a3220510,253,17636,100,MSO02A|FIELD_LINEAGE|61dabd2ad5e67008e50dfbf5820c1e938b7d567fd0ec80d9dd7f64ed0cb2d57c,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,40184|5122|8553|29776|41142|20699|38675|32772|48984|18193,1b3cc286ab9ede19ed898b4d5df8eae1ed2f88dce1b6d1166ad041ef97057e6f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,140,MSO02A|PRIMARY|F2|a424f7f64ff3b71888a3ac707b7779ecc2cdf618d93e784274557de39c94ff40,102,17920,0,MSO02A|FIELD_LINEAGE|e5f7e05cfe11767aad886a62ab15609d814f7c303dd5f9f7a2274e5ace2a065e,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,38104|41845|7538|1696|31415|39387|11155|48976|29586|20687,cff0f354123ca554914d09b387c13d108fd4afc0fc00d95b8ec07ff3d2b48b09,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,142,MSO02A|PRIMARY|F2|f04598221e1f5ca84f9e260e12f035ec2027ecfa6cd1fefbfe84b8c04e1768f0,15,18214,38,MSO02A|FIELD_LINEAGE|4b95f900b63247b668f8e53a08566d6192e1a1b218a434e1c3ae19aa733f2458,FOLD_1,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,22972|1723|17942|15085|35453|3468|6253|36484|16727|15282,f5f4661c3a8c79998d37062d5ccf9ffcf0b747d7b317c7d7f0e20720978a1c0f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,159,MSO02A|PRIMARY|F2|9ef4e9d74589ff304e54cd729188bf8906117b9a07bf6de925d5eb62fff9f3dd,512,20361,9,MSO02A|FIELD_LINEAGE|9495d1263e9d5130a4466658e829f566f282f3d7d5a3f021374a9b92a3ed5649,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,18348|21570|15885|25533|32034|33308|780|2438|18287|7617,dc57bb3e1f4a546c66ac44f997abd01bbdf7a88ca07dfafe625226cc1c616f85,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,159,MSO02A|PRIMARY|F2|9ef4e9d74589ff304e54cd729188bf8906117b9a07bf6de925d5eb62fff9f3dd,546,20440,88,MSO02A|FIELD_LINEAGE|9495d1263e9d5130a4466658e829f566f282f3d7d5a3f021374a9b92a3ed5649,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,42698|28857|21651|29003|47203|38881|44275|17634|3587|43912,2877b005c04504fd14e8d841f80f910b68ce55323ba00d7c29a65975783a9019,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,160,MSO02A|PRIMARY|F2|93ebdd205498a053121ba0de56e9c2a7d9450afa758752b62611af74915f00cd,38,20510,30,MSO02A|FIELD_LINEAGE|fc4130b5db56c326f74813cc5db0aa89f06259c4a204f610ffd73f806fca3c66,FOLD_1,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,32613|22988|19825|15692|24946|25496|24141|40690|11920|12480,e2627428698876a64452e3951f200b334765445c37b78465cd951e57c38a0980,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,167,MSO02A|PRIMARY|F2|5a78825e9c6404e38cb84d19612e8adf07a98e64a17e1016f2f0a08532ca0ae0,176,21429,53,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,26241|24259|539|19668|47811|9974|17643|5822|48617|38192,0121dda0fa3be776b6a71b3f9434f2e7319ab0479fb2e8c6a929ecdead30114f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,169,MSO02A|PRIMARY|F2|fb54ced9414231d2be5f7e3b8d07c8b96b9aca393ea7064c40a6dca0b3b23ed0,182,21723,91,MSO02A|FIELD_LINEAGE|441fdcabb89a108e9ed39ed118e4defcdf9aefaf6ee129fea00cd6ebf899cd64,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,13193|22153|9529|41753|39003|29834|39300|20415|5162|33527,61f88b123b89ebab20e931d83d8fb76b387da54be72e5382a7f1106df432148a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,171,MSO02A|PRIMARY|F2|510e17cf40fc1f4c35b88d1bc795f1025c3eb53d38cead5bafdca4da37495a6d,54,21913,25,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,37120|26253|17644|21618|33478|4428|30057|1578|44647|24844,1d52c970e41a2c191899b3e2df3702fb9f8499481f2651f82f0b68ee6fff1b93,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,171,MSO02A|PRIMARY|F2|510e17cf40fc1f4c35b88d1bc795f1025c3eb53d38cead5bafdca4da37495a6d,294,21894,6,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,47795|46665|8526|2613|18006|47195|45870|18471|12308|7716,44ae297eb505cc624ce7067c34652ad91df164a78a833ceaa68a67db88a38e8a,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,172,MSO02A|PRIMARY|F2|3c5a5097f443d9ce335a675d91da6b26fc186e67a558fb3fd602f9643e5fb3e6,302,22127,111,MSO02A|FIELD_LINEAGE|6e03512d0f21113cf3f110e479ebe32194b2b675241b304dd00f64c9bd89aaaf,FOLD_5,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,32092|46309|17134|27185|6049|19212|46948|5791|33262|33683,9b7da4d5c54c459ac487da0520c3932998a54cadb921c01e634f3373ba3803f2,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,174,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,37,22310,38,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,45248|6637|16101|38230|37953|18514|34326|34160|1537|18169,b17dc7a4e1b12a2cf0c75f54881b981a1103ec6fd69a0c1fa0e115398afa826f,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,174,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,146,22291,19,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,37310|31065|46227|822|40588|8477|46783|46100|18643|642,5299db218fcfd196e187ffbfa8635788d932112485789ade373694927e8b0cc5,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,174,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,474,22317,45,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,FOLD_3,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,19245|29937|12784|14182|16503|44222|1442|40154|29147|19585,f060d05a6e13ac5e589435364163e7e36b5e1431bceaf6580c0c2d45b813ea75,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,176,MSO02A|PRIMARY|F2|3794f66286af93ff154378c138146f560f356aafada13087e75783bb506d745e,1,22535,7,MSO02A|FIELD_LINEAGE|c9effaf9f8d99dafb4339357104e580526691236671870d679eac7675878cb14,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,11668|20556|10357|34935|19712|33089|2806|34331|28457|23614,191b3178ce85e47732c700562787db6d0aea7de461eebdd43bf8b2fb714ff50d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,176,MSO02A|PRIMARY|F2|3794f66286af93ff154378c138146f560f356aafada13087e75783bb506d745e,401,22632,104,MSO02A|FIELD_LINEAGE|c9effaf9f8d99dafb4339357104e580526691236671870d679eac7675878cb14,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,23203|34240|16507|141|18428|19624|24236|10184|11257|11210,c45e7403134603caee5c469ad24132ddbb4dc87acfe37b3161d6818db5dd7372,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,177,MSO02A|PRIMARY|F2|5fce35b38b7a48865d0b4b51f53caaaf072b2c40f657284a3558f275bcdb6b32,320,22695,39,MSO02A|FIELD_LINEAGE|e940bc79385d10f3134327cc6ec0a4b160d3faef1ad5a899817dc525d1f158d7,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,12522|37193|24710|5580|29528|3227|19766|42228|2664|13334,5b082e95f6ce0cb06af942424a862441aed18e1d185e7a01840d54f81fa26b4d,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,177,MSO02A|PRIMARY|F2|5fce35b38b7a48865d0b4b51f53caaaf072b2c40f657284a3558f275bcdb6b32,530,22769,113,MSO02A|FIELD_LINEAGE|e940bc79385d10f3134327cc6ec0a4b160d3faef1ad5a899817dc525d1f158d7,FOLD_2,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,39899|8530|15269|5779|9749|24724|34851|11945|48075|946,14a8c17842141266cc7a9a4c7236220a7317183109cbed3a7f0dd9207e8504bf,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,178,MSO02A|PRIMARY|F2|1cedb6086eb661871852ea69bb3cc212bfc9eadbf15e83745181af24d3ab06c0,487,22908,124,MSO02A|FIELD_LINEAGE|d59b20ce14c529e1c742efbde5e16cfefa569f004037852725f03cec3a25b143,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,23204|8470|7340|19194|20540|33697|28548|35221|46142|19321,51616883c0ae775f5aff8f58dd9f887a5003a1e955e509e4e427e0c2fee276c1,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,179,MSO02A|PRIMARY|F2|8d4b8cc44b6fd2ec078d52f01bce3cbd31f428fdcda3e4068c852d3234743465,37,22958,46,MSO02A|FIELD_LINEAGE|9af87a6bce0c31f7a6beb8676561bba9ef47e3d5c41221318df8b6ce5060314b,FOLD_0,F2,0.0,True,,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,INCONCLUSIVE_INPUT_NOT_AUTHORIZED,True,True,True,True,False,True,False,True,45253|33335|11257|15617|33326|4315|46948|22164|6146|8070,c6d0468f87f683c9b4a2ccf85cade8d082da7c3668bb34669af76f28ccc06538,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
