arm,component,formal_case_index,case_id,particle_id,query_sample_global_index,query_full_store_row,fold,family,field_lineage_id,nn_rank,nn_sample_global_index,nn_full_store_row,nn_case_id,nn_particle_id,nn_lineage_id,descriptor_distance,descriptor_distance_hex,training_pool_identity_sha256,neighbour_set_sha256,query_feature_vector_sha256,normalized_query_feature_sha256,evidence_class
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,1,16196,72645,MSO02A|PRIMARY|F2|cb1e905944b22f0d5e9a364e8548dd3dd88f86b1bdb17e77c6d81a6bf99353d9,69,MSO02A|FIELD_LINEAGE|b6cd41aa78c146588c2fd226a10454eef3f571cc42fa7089dc71d9624e4c21ed,24776280239.02375,0x1.7132022bc1852p+34,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,2,13137,58767,MSO02A|PRIMARY|F2|9f7dad556454d3a199175a22a9f2b0c753ed904b8b9a0908fce5a5cb59a6b799,15,MSO02A|FIELD_LINEAGE|d9f5ed77d50a773a49f080256ef07504c4f6c7640706632b2de481d8d5dbdbe3,36474649478.126114,0x1.0fc1df70c4092p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,3,13156,58855,MSO02A|PRIMARY|F2|9f7dad556454d3a199175a22a9f2b0c753ed904b8b9a0908fce5a5cb59a6b799,103,MSO02A|FIELD_LINEAGE|d9f5ed77d50a773a49f080256ef07504c4f6c7640706632b2de481d8d5dbdbe3,36671375198.46978,0x1.113918ebcf087p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,4,13149,59143,MSO02A|PRIMARY|F2|9f7dad556454d3a199175a22a9f2b0c753ed904b8b9a0908fce5a5cb59a6b799,391,MSO02A|FIELD_LINEAGE|d9f5ed77d50a773a49f080256ef07504c4f6c7640706632b2de481d8d5dbdbe3,36968628024.140663,0x1.13700fe704805p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,5,23783,106816,MSO02A|PRIMARY|F2|d64f8ea58c8df9634b6f1c912f013464a57a9afe3c6d28ec9c189425e0b279a2,256,MSO02A|FIELD_LINEAGE|3a003b5d004e32e97f51a465533ab8153872cb9bf9ea5ee2e00ab7124947fd1f,42689644741.976143,0x1.3e100918bf3c9p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,6,16146,73009,MSO02A|PRIMARY|F2|cb1e905944b22f0d5e9a364e8548dd3dd88f86b1bdb17e77c6d81a6bf99353d9,433,MSO02A|FIELD_LINEAGE|b6cd41aa78c146588c2fd226a10454eef3f571cc42fa7089dc71d9624e4c21ed,50334329466.537514,0x1.77051d4f51335p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,7,17450,78799,MSO02A|PRIMARY|F2|f7dd6afdad35f08f5fab038b60c9181ffadab55ac41885535595fb03c6bba86b,463,MSO02A|FIELD_LINEAGE|eda651c3c8efe4e2ea4b8838194869a634b3deb1254a8b504f2a5af52a31bcfa,54310933881.581802,0x1.94a5e2af329e2p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,8,21806,98073,MSO02A|PRIMARY|F2|9d3b8ec6291d67905e774dadca3ba55df9d3922c6631a4f960f6357a79470c0d,153,MSO02A|FIELD_LINEAGE|e71b22127f9b4a40a5d93de60e99f36f1c431e6e0e3eb6eb5cd5324321975cc5,57819366509.445251,0x1.aec9b08dae3f8p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,9,19988,90400,MSO02A|PRIMARY|F2|44044acdcf25459cdccb35f1e2546f851a49b5cb8117f983cc8374b0b5f7e4d1,544,MSO02A|FIELD_LINEAGE|e71b22127f9b4a40a5d93de60e99f36f1c431e6e0e3eb6eb5cd5324321975cc5,59491355667.020744,0x1.bb3ec18260a9fp+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,114,MSO02A|PRIMARY|F2|85a6ab6d0c7f38c53971220804ce250f1608c23dff61f611ac2597615d9a3244,351,14661,66015,FOLD_4,F2,MSO02A|FIELD_LINEAGE|5a562a863107efecf761865e7ffe780f0278b7371d3d2b047494c2cd6157c2d4,10,23799,106621,MSO02A|PRIMARY|F2|d64f8ea58c8df9634b6f1c912f013464a57a9afe3c6d28ec9c189425e0b279a2,61,MSO02A|FIELD_LINEAGE|3a003b5d004e32e97f51a465533ab8153872cb9bf9ea5ee2e00ab7124947fd1f,60873307911.845268,0x1.c58a9ee0fb0c7p+35,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,e45cb390f018e91cbc13269e1f30d59d474a455bcc7696f966acc3c7c5ac96d7,04db912c3cd0c035bb02cb6db364b6fe4199c108bd002ef38b63baa5290f3e19,ee1fc44f0d39e83cc91b2cd49366ee0df4b66b64001bd80793e97d99b8cfec95,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,1,21282,95629,MSO02A|PRIMARY|F2|9e51d4827e24f4769985a9170f0e396b66379e727a6157cbfbbca732bc881cf7,13,MSO02A|FIELD_LINEAGE|d15b885e86fa0b7cc77d07896df439f63152bb6f68da3b8c10a20a73f551e365,92330085022.135666,0x1.57f4d4a9e22bbp+36,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,2,33844,152437,MSO02A|PRIMARY|F3|c76e387d5be4dc3fad3090feeb76ffc7cfd032bc1eed3bae5f44792a00fc610c,373,MSO02A|FIELD_LINEAGE|4189da80d192394b72ff7fefb1e37e6f718160a92daee974c87bff25ee0d4f0b,192869065875.90118,0x1.673f23249f35ap+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,3,33894,152547,MSO02A|PRIMARY|F3|c76e387d5be4dc3fad3090feeb76ffc7cfd032bc1eed3bae5f44792a00fc610c,483,MSO02A|FIELD_LINEAGE|4189da80d192394b72ff7fefb1e37e6f718160a92daee974c87bff25ee0d4f0b,192869065876.26266,0x1.673f2324a219fp+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,4,33875,152569,MSO02A|PRIMARY|F3|c76e387d5be4dc3fad3090feeb76ffc7cfd032bc1eed3bae5f44792a00fc610c,505,MSO02A|FIELD_LINEAGE|4189da80d192394b72ff7fefb1e37e6f718160a92daee974c87bff25ee0d4f0b,192869065876.90353,0x1.673f2324a73a7p+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,5,21314,95862,MSO02A|PRIMARY|F2|9e51d4827e24f4769985a9170f0e396b66379e727a6157cbfbbca732bc881cf7,246,MSO02A|FIELD_LINEAGE|d15b885e86fa0b7cc77d07896df439f63152bb6f68da3b8c10a20a73f551e365,196546270913.44501,0x1.6e1890b60b8f6p+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,6,23749,106627,MSO02A|PRIMARY|F2|d64f8ea58c8df9634b6f1c912f013464a57a9afe3c6d28ec9c189425e0b279a2,67,MSO02A|FIELD_LINEAGE|3a003b5d004e32e97f51a465533ab8153872cb9bf9ea5ee2e00ab7124947fd1f,255856606149.9743,0x1.dc91efde2fcb6p+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,7,27492,123768,MSO02A|PRIMARY|F3|07ba94376412275eda7b60c1307449e7cde0d47a408801a5c1b1cf41996fc7ea,504,MSO02A|FIELD_LINEAGE|e82260e9131d32f9b11793aebd7fd85832813bb9c78a62e6987f9718be5e4475,257137137440.13678,0x1.def48ab901182p+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,8,27401,123285,MSO02A|PRIMARY|F3|07ba94376412275eda7b60c1307449e7cde0d47a408801a5c1b1cf41996fc7ea,21,MSO02A|FIELD_LINEAGE|e82260e9131d32f9b11793aebd7fd85832813bb9c78a62e6987f9718be5e4475,257137137440.68927,0x1.def48ab90583ap+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,9,27500,123377,MSO02A|PRIMARY|F3|07ba94376412275eda7b60c1307449e7cde0d47a408801a5c1b1cf41996fc7ea,113,MSO02A|FIELD_LINEAGE|e82260e9131d32f9b11793aebd7fd85832813bb9c78a62e6987f9718be5e4475,257137137440.71625,0x1.def48ab905baep+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,density_rate,270,MSO02A|PRIMARY|F3|921f5356fa7f7c8ebde36cbb88fd3554531eee3d1d61c1f0db247a024869d843,343,34665,155863,FOLD_1,F3,MSO02A|FIELD_LINEAGE|993bc62b7ebb5d53d24d7f8cd45ecb8d4e6820b40610e0720ec01f5aa4d5cfb5,10,27476,123423,MSO02A|PRIMARY|F3|07ba94376412275eda7b60c1307449e7cde0d47a408801a5c1b1cf41996fc7ea,159,MSO02A|FIELD_LINEAGE|e82260e9131d32f9b11793aebd7fd85832813bb9c78a62e6987f9718be5e4475,257137137440.81241,0x1.def48ab9067fdp+37,dc45198eedbea5f8d2d32135b5a365096b646679fb68348e91ae4ae01755d1a3,362fae574361575cd878c65e458f6da672951988d3676736efdac8da3d3cfe64,7a0e72b3239982fe01f99d9544760c7d4c9488db5ec6a2cde5ec90975ca95652,5c3458dce31a69d345ad576e24e5636cf1a390779e3ca6ecc49a2b91a9fa3dff,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,1,13247,59731,MSO02A|PRIMARY|F2|0734ded2e07b61554344f9cc58ca28f160a97c12ab61960df6f2f88d58b9776b,403,MSO02A|FIELD_LINEAGE|d59b20ce14c529e1c742efbde5e16cfefa569f004037852725f03cec3a25b143,12999466534469.979,0x1.7a5592b8c8bf5p+43,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,2,35538,159834,MSO02A|PRIMARY|F3|4eed79d7ce3519b421f5e5a7cd8b681b1eeeb60660b92b9e3922d746b2abda4d,282,MSO02A|FIELD_LINEAGE|d7baddfda5c54a4c4ff069be3e1e83dbf082ca07f6dc2425782c46c7d00ac332,19441923007001.664,0x1.1aeacea2219aap+44,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,3,9949,44729,MSO02A|PRIMARY|F1|6767b47612868270688ea4c5c031681073ca3a71ca66aaa302c7a568f043c32a,377,MSO02A|FIELD_LINEAGE|a994a5026bf5f453bd759d6b7ff838f03481a94fa2bd42ee24c08f5475159b18,19441923007003.062,0x1.1aeacea221b10p+44,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,4,9937,44685,MSO02A|PRIMARY|F1|6767b47612868270688ea4c5c031681073ca3a71ca66aaa302c7a568f043c32a,333,MSO02A|FIELD_LINEAGE|a994a5026bf5f453bd759d6b7ff838f03481a94fa2bd42ee24c08f5475159b18,19441923007006.035,0x1.1aeacea221e09p+44,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,5,9865,44817,MSO02A|PRIMARY|F1|6767b47612868270688ea4c5c031681073ca3a71ca66aaa302c7a568f043c32a,465,MSO02A|FIELD_LINEAGE|a994a5026bf5f453bd759d6b7ff838f03481a94fa2bd42ee24c08f5475159b18,19441923007009.617,0x1.1aeacea22219ep+44,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,6,9924,44839,MSO02A|PRIMARY|F1|6767b47612868270688ea4c5c031681073ca3a71ca66aaa302c7a568f043c32a,487,MSO02A|FIELD_LINEAGE|a994a5026bf5f453bd759d6b7ff838f03481a94fa2bd42ee24c08f5475159b18,19441923007010.48,0x1.1aeacea22227bp+44,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,4,MSO02A|PRIMARY|F1|da434f0d773ef411eb143598d9858f232408e6af8e6bdf6b64a1ad5b8b0af0b7,472,536,2776,FOLD_5,F1,MSO02A|FIELD_LINEAGE|968f559773f48e45efb507d4efff7d4964eb07265f8ec7e7de716508d7dbb1f9,7,35575,159881,MSO02A|PRIMARY|F3|4eed79d7ce3519b421f5e5a7cd8b681b1eeeb60660b92b9e3922d746b2abda4d,329,MSO02A|FIELD_LINEAGE|d7baddfda5c54a4c4ff069be3e1e83dbf082ca07f6dc2425782c46c7d00ac332,19441923007012.293,0x1.1aeacea22244bp+44,4c4d6aa5ca41e2438e1c8d0c00b5dd64a64cbe123fb1dfba4d548f481a365752,a96725914d3cd087d5a6f09358ef8fdce425586cbdcbb9783b3c5b3db27d3664,7ea04ca2be212e2921328094ebf170f1bf1e172a39d2b63010b1872bb120824e,e07e3e0191798bcf44fb15510f9fcd410618c975d74d43c1b3391766d9325596,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
