arm,component,formal_case_index,case_id,particle_id,query_sample_global_index,query_full_store_row,fold,family,field_lineage_id,nn_rank,nn_sample_global_index,nn_full_store_row,nn_case_id,nn_particle_id,nn_lineage_id,descriptor_distance,descriptor_distance_hex,training_pool_identity_sha256,neighbour_set_sha256,query_feature_vector_sha256,normalized_query_feature_sha256,evidence_class
MS,pressure_gradient_acceleration,125,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,314,16125,72314,FOLD_2,F2,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,7,18283,82214,MSO02A|PRIMARY|F2|f04598221e1f5ca84f9e260e12f035ec2027ecfa6cd1fefbfe84b8c04e1768f0,422,MSO02A|FIELD_LINEAGE|4b95f900b63247b668f8e53a08566d6192e1a1b218a434e1c3ae19aa733f2458,1833030.3394111162,0x1.bf84656e3a59cp+20,48376db00cc59e43af314e94ffb304be8c597a3a9a2425860a23548ab8302a44,8d2cac61481dc4e86c0ea4283e9553906ced05cdda5899602f6abf0dbdd1dc4a,37bcb35c386ac3fff787980bab4fc82b96ef4956316f573d103e4d5766e8e0a1,66c3ef613f19818ca7381e4153dd0cf14cd40fb5c23bc603fa22670d40ea4020,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,125,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,314,16125,72314,FOLD_2,F2,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,8,18216,81822,MSO02A|PRIMARY|F2|f04598221e1f5ca84f9e260e12f035ec2027ecfa6cd1fefbfe84b8c04e1768f0,30,MSO02A|FIELD_LINEAGE|4b95f900b63247b668f8e53a08566d6192e1a1b218a434e1c3ae19aa733f2458,1833030.3394113088,0x1.bf84656e3a8d7p+20,48376db00cc59e43af314e94ffb304be8c597a3a9a2425860a23548ab8302a44,8d2cac61481dc4e86c0ea4283e9553906ced05cdda5899602f6abf0dbdd1dc4a,37bcb35c386ac3fff787980bab4fc82b96ef4956316f573d103e4d5766e8e0a1,66c3ef613f19818ca7381e4153dd0cf14cd40fb5c23bc603fa22670d40ea4020,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,125,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,314,16125,72314,FOLD_2,F2,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,9,22874,102884,MSO02A|PRIMARY|F2|1cedb6086eb661871852ea69bb3cc212bfc9eadbf15e83745181af24d3ab06c0,356,MSO02A|FIELD_LINEAGE|d59b20ce14c529e1c742efbde5e16cfefa569f004037852725f03cec3a25b143,1885197.2755749163,0x1.cc40d468c13e5p+20,48376db00cc59e43af314e94ffb304be8c597a3a9a2425860a23548ab8302a44,8d2cac61481dc4e86c0ea4283e9553906ced05cdda5899602f6abf0dbdd1dc4a,37bcb35c386ac3fff787980bab4fc82b96ef4956316f573d103e4d5766e8e0a1,66c3ef613f19818ca7381e4153dd0cf14cd40fb5c23bc603fa22670d40ea4020,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,125,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,314,16125,72314,FOLD_2,F2,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,10,16309,73413,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,261,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,2034458.7868976777,0x1.f0b1ac972204fp+20,48376db00cc59e43af314e94ffb304be8c597a3a9a2425860a23548ab8302a44,8d2cac61481dc4e86c0ea4283e9553906ced05cdda5899602f6abf0dbdd1dc4a,37bcb35c386ac3fff787980bab4fc82b96ef4956316f573d103e4d5766e8e0a1,66c3ef613f19818ca7381e4153dd0cf14cd40fb5c23bc603fa22670d40ea4020,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,1,19265,86735,MSO02A|PRIMARY|F2|69f6fc95999f8b80c6fc0170a0cfa9e26979546c01c1c1c46099e79839adf89d,335,MSO02A|FIELD_LINEAGE|fc96fbc00df11527833e71ddf1823d574e8d5c9852e7d5cf05933a9e82fa73ec,130058787295717.19,0x1.d926af444794cp+46,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,2,22389,100541,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,317,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,135864522293954.45,0x1.ee45b25b0b09dp+46,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,3,22392,100553,MSO02A|PRIMARY|F2|1a518feef9e3a00761303be277c0db0759536094346f8f3c609ea72acb48fead,329,MSO02A|FIELD_LINEAGE|758c323ede243a6d23ac09a90d17763242aa7a8b60cc75ba76b1e5e2615bdb90,135864522293999.16,0x1.ee45b25b0bbcap+46,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,4,19670,88164,MSO02A|PRIMARY|F2|5858a6bfa69567c95642aa07c238fdff4fa51b812ffa9fb24d381a130d1f4a01,36,MSO02A|FIELD_LINEAGE|fc4130b5db56c326f74813cc5db0aa89f06259c4a204f610ffd73f806fca3c66,140052741304053.2,0x1.fd824794bbd4dp+46,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,5,47599,214098,MSO02A|PRIMARY|F4|bcf9aa17a2cf762ae7973eef4238d1e05efa86cd42494d1436b67725ef5391c7,402,MSO02A|FIELD_LINEAGE|1a2dcff7254dc1227c107a21e6a270581c668c6b769441a6ba923b276c0065b8,146686088642018.28,0x1.0ad20869fbc49p+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,6,13286,59832,MSO02A|PRIMARY|F2|0734ded2e07b61554344f9cc58ca28f160a97c12ab61960df6f2f88d58b9776b,504,MSO02A|FIELD_LINEAGE|d59b20ce14c529e1c742efbde5e16cfefa569f004037852725f03cec3a25b143,156273157906705.41,0x1.1c425c214222dp+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,7,20215,90861,MSO02A|PRIMARY|F2|eddf331a3033c8ebade947800c5316f5498b42bbbe1ab37fa632f6f05c1bee2f,429,MSO02A|FIELD_LINEAGE|fc96fbc00df11527833e71ddf1823d574e8d5c9852e7d5cf05933a9e82fa73ec,160718024387517.91,0x1.24582981577bdp+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,8,14011,62816,MSO02A|PRIMARY|F2|ed935651790313dc271426a1435931ef6a58ef99bcc91d9c296bfffad87982d8,32,MSO02A|FIELD_LINEAGE|cdb0f445921fd4159db4ce3534aba2851566a7070ec58219b2e6803b3a74ac54,162608659948560.94,0x1.27c88ed3c821ep+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,9,21407,96192,MSO02A|PRIMARY|F2|5a78825e9c6404e38cb84d19612e8adf07a98e64a17e1016f2f0a08532ca0ae0,0,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,172239692307550.78,0x1.394d5b5a38bd9p+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,226,16325,73378,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,10,21484,96400,MSO02A|PRIMARY|F2|5a78825e9c6404e38cb84d19612e8adf07a98e64a17e1016f2f0a08532ca0ae0,208,MSO02A|FIELD_LINEAGE|aea48ac2021e08669dd530f20a700598bd5d299351d9e7027a4882edf62720e6,172239692307551.12,0x1.394d5b5a38be4p+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,058e0eaeeaa02a7378781cdadca8f1cfdb99556bf651de95a4cede3cdc8b262e,46415315a8be80be0c8abc615da6c66bd1e98a1f1621b2f78a16ec2cb1fadf0e,1706672366e39bb144c878b03c8810d51ac35b9ef62fdee9e0b2a28e8c63d79b,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,1,19301,86942,MSO02A|PRIMARY|F2|69f6fc95999f8b80c6fc0170a0cfa9e26979546c01c1c1c46099e79839adf89d,542,MSO02A|FIELD_LINEAGE|fc96fbc00df11527833e71ddf1823d574e8d5c9852e7d5cf05933a9e82fa73ec,133194919473149.89,0x1.e48f6f71bff79p+46,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,2,16003,72416,MSO02A|PRIMARY|F2|1d5277552f629204c03b384bd3859bc2a8471006ee69a541612fdf260e5fcd31,416,MSO02A|FIELD_LINEAGE|839b4744caca01903d377f834e758369fc902ac9823d72f7d4a5225d98a2473a,138580590242618.56,0x1.f8273b6aacea4p+46,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,3,32090,144298,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,298,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958698.38,0x1.249d710df9d4cp+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,4,32001,144386,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,386,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958701.72,0x1.249d710df9db7p+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,5,32110,144254,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,254,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958706.84,0x1.249d710df9e5bp+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,6,32119,144188,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,188,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958707.41,0x1.249d710df9e6dp+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,7,32041,144564,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,564,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958712.59,0x1.249d710df9f13p+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,8,32029,144076,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,76,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958725.72,0x1.249d710dfa0b7p+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,9,32010,144120,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,120,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958725.94,0x1.249d710dfa0bep+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,127,MSO02A|PRIMARY|F2|3bbe6e0db3c78d1c8e182a96288d632bf5d6765b7e7f211cc7b22993b81f3f16,300,16259,73452,FOLD_4,F2,MSO02A|FIELD_LINEAGE|a4d2d5816c6ac0d1f4822afb21ec54eb3bd055474946ef0637d312830e525811,10,32028,144010,MSO02A|PRIMARY|F3|62689d837e5854a011664f058b474729a890aec526bc2cc08ea7b2150047df89,10,MSO02A|FIELD_LINEAGE|a2335fa75fc7b820a63679d655ee408c782720f8d4a600b9216d74280ceba1aa,160866800958741.31,0x1.249d710dfa2aap+47,16494e178745c547ac3f22c0c89118ccd31d597f354acab02abed82753c90b91,6fe040e513a211f8956dc8fd0c123117ee4d0df7c7ef4ec70247e1f63948c8a7,c5b32528f2bdb656b4a84fe6d30539a64910a4292ea8251511332a58139114b7,2301d75e0c0e47a029330bd07e3510a2cad5ae67d2afc471ed91a11ed2327121,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,137,MSO02A|PRIMARY|F2|b0ec4e184b53cc6ec0912108c3f7587ba6793e6668ae2aeda1063656a3220510,121,17631,79033,FOLD_3,F2,MSO02A|FIELD_LINEAGE|61dabd2ad5e67008e50dfbf5820c1e938b7d567fd0ec80d9dd7f64ed0cb2d57c,1,41596,186970,MSO02A|PRIMARY|F4|136227a7d75a68cf7ae9c1cc732e549f5682dfe8e01b220b5656c6a99e20b402,346,MSO02A|FIELD_LINEAGE|1a2dcff7254dc1227c107a21e6a270581c668c6b769441a6ba923b276c0065b8,29449501614369.27,0x1.ac8bf15212145p+44,0e996caed89befb89324d429d178c25a9cbd050be86105ea3c9d051a377bf430,866ef9784dc100121f12901460977f34d95f06be8907c1e06fe0f6fe4d5b7228,037bf881f598105a8074137edadd6f206257b1107fbb4238eaff4d12740fcccf,ad5bb3ce0db023a34cef7e10d4e4316a08b140ebf46c13f26964e47882b5a6c4,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,137,MSO02A|PRIMARY|F2|b0ec4e184b53cc6ec0912108c3f7587ba6793e6668ae2aeda1063656a3220510,121,17631,79033,FOLD_3,F2,MSO02A|FIELD_LINEAGE|61dabd2ad5e67008e50dfbf5820c1e938b7d567fd0ec80d9dd7f64ed0cb2d57c,2,28511,128126,MSO02A|PRIMARY|F3|7321152d8470ac9122e3c84d55ea81cdab6684eaf5074d13fe57bb1b5f2bc37f,254,MSO02A|FIELD_LINEAGE|263ea51cdf25d4b220fc68512786b2b84ea466bfdaa58c08646c25a623f602bf,29449501614369.484,0x1.ac8bf1521217cp+44,0e996caed89befb89324d429d178c25a9cbd050be86105ea3c9d051a377bf430,866ef9784dc100121f12901460977f34d95f06be8907c1e06fe0f6fe4d5b7228,037bf881f598105a8074137edadd6f206257b1107fbb4238eaff4d12740fcccf,ad5bb3ce0db023a34cef7e10d4e4316a08b140ebf46c13f26964e47882b5a6c4,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
MS,pressure_gradient_acceleration,137,MSO02A|PRIMARY|F2|b0ec4e184b53cc6ec0912108c3f7587ba6793e6668ae2aeda1063656a3220510,121,17631,79033,FOLD_3,F2,MSO02A|FIELD_LINEAGE|61dabd2ad5e67008e50dfbf5820c1e938b7d567fd0ec80d9dd7f64ed0cb2d57c,3,41567,186947,MSO02A|PRIMARY|F4|136227a7d75a68cf7ae9c1cc732e549f5682dfe8e01b220b5656c6a99e20b402,323,MSO02A|FIELD_LINEAGE|1a2dcff7254dc1227c107a21e6a270581c668c6b769441a6ba923b276c0065b8,29449501614369.766,0x1.ac8bf152121c4p+44,0e996caed89befb89324d429d178c25a9cbd050be86105ea3c9d051a377bf430,866ef9784dc100121f12901460977f34d95f06be8907c1e06fe0f6fe4d5b7228,037bf881f598105a8074137edadd6f206257b1107fbb4238eaff4d12740fcccf,ad5bb3ce0db023a34cef7e10d4e4316a08b140ebf46c13f26964e47882b5a6c4,CONSUMED_EVIDENCE_DIAGNOSTIC_ONLY
