arm,component,scope,scope_id,candidate_c_d,candidate_c_wn,candidate_c_wb,candidate_c_status,candidate_c_evaluable,candidate_c_source_alias,candidate_c_simultaneous_ucb,candidate_c_bound_status,candidate_c_absolute_gate_pass
MS,density_rate,OVERALL,ALL,0.07164079087190546,0.0012682995704503253,0.017703595326272418,EVALUABLE,True,,0.1369457535656679,EVALUABLE,True
MS,pressure_gradient_acceleration,OVERALL,ALL,0.47138674670724573,0.9373935968609582,1.9885870856762242,EVALUABLE,True,,0.588724043571105,EVALUABLE,True
MS,viscosity_laplacian_acceleration,OVERALL,ALL,0.7345828529184237,0.00016446372322795094,0.00022388723419632396,EVALUABLE,True,,0.8730318164618002,EVALUABLE,True
